"Angle"	"Energy kJ/mol"	"BondedTermsEnergy"	"NonBondedTermsEnergy"	"BondStretchEnergy"	"AngleStretchEnergy"	"TorsionEnergy"	"OutOfPlaneEnergy"	"DispersionEnergy"	"ElectrostaticEnergy"	"NonBondedEnergyC"	"NonBondedEnergyD"	Angle(1 0 2)	Angle-opt(1 0 2)	Angle(1 0 3)	Angle-opt(1 0 3)	Angle(1 0 4)	Angle-opt(1 0 4)	Angle(2 0 3)	Angle-opt(2 0 3)	Angle(2 0 4)	Angle-opt(2 0 4)	Angle(3 0 4)	Angle-opt(3 0 4)
-13.600000	15.390914	15.390914	0.000000	0.000000	15.390914	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	95.871219	-12.811369	109.471219	0.788631	115.774733	7.092145	115.774735	7.092147
-13.400000	14.959824	14.959824	0.000000	0.000000	14.959824	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	96.071217	-12.611371	109.471219	0.788631	115.690244	7.007656	115.690241	7.007653
-13.200000	14.534552	14.534552	0.000000	0.000000	14.534552	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	96.271220	-12.411368	109.471219	0.788631	115.605473	6.922885	115.605475	6.922887
-13.000000	14.115131	14.115131	0.000000	0.000000	14.115131	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	96.471220	-12.211368	109.471219	0.788631	115.520429	6.837841	115.520435	6.837847
-12.800000	13.701572	13.701572	0.000000	0.000000	13.701572	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	96.671220	-12.011368	109.471219	0.788631	115.435115	6.752527	115.435120	6.752532
-12.600000	13.293896	13.293896	0.000000	0.000000	13.293896	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	96.871220	-11.811368	109.471219	0.788631	115.349530	6.666942	115.349533	6.666945
-12.400000	12.892119	12.892119	0.000000	0.000000	12.892119	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	97.071219	-11.611369	109.471219	0.788631	115.263672	6.581084	115.263679	6.581091
-12.200000	12.496261	12.496261	0.000000	0.000000	12.496261	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	97.271218	-11.411370	109.471219	0.788631	115.177552	6.494964	115.177550	6.494962
-12.000000	12.106338	12.106338	0.000000	0.000000	12.106338	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	97.471219	-11.211369	109.471219	0.788631	115.091161	6.408573	115.091158	6.408570
-11.800000	11.722369	11.722369	0.000000	0.000000	11.722369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	97.671218	-11.011370	109.471219	0.788631	115.004502	6.321914	115.004502	6.321914
-11.600000	11.344371	11.344371	0.000000	0.000000	11.344371	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	109.471224	0.788636	109.471225	0.788637	97.871219	-10.811369	109.471219	0.788631	114.917578	6.234990	114.917582	6.234994
