tor1(deg),E(kJ/mol)
-0.361028,0.082860
-0.355232,0.087504
-0.347323,0.095469
-0.338779,0.101635
-0.331705,0.106547
-0.326032,0.109023
-0.322176,0.108224
-0.319079,0.107150
-0.317151,0.106462
-0.316046,0.103771
-0.316780,0.102012
-0.315292,0.095518
-0.314278,0.088771
-0.312707,0.086630
-0.311715,0.080662
-0.312796,0.073977
-0.312978,0.069477
-0.310061,0.068395
-0.305616,0.066805
-0.301200,0.065165
-0.297842,0.066208
-0.293864,0.067453
-0.290262,0.067539
-0.289311,0.071939
-0.288180,0.074848
-0.287618,0.077542
-0.287492,0.078731
-0.289494,0.080894
-0.291432,0.082934
-0.293400,0.083903
-0.295284,0.085013
-0.299174,0.087373
-0.303093,0.088292
-0.308074,0.091382
-0.314127,0.094286
-0.320713,0.097149
-0.326919,0.101782
-0.332246,0.104867
-0.339669,0.109476
-0.345021,0.115655
-0.350420,0.121542
-0.354540,0.127899
-0.354937,0.128755
-0.355252,0.131006
-0.354080,0.130741
-0.353085,0.130646
-0.353174,0.128077
-0.351496,0.126579
-0.348037,0.124746
-0.340675,0.123329
-0.331886,0.117691
-0.324831,0.112030
-0.320001,0.109696
-0.316022,0.109128
-0.311629,0.104295
-0.307182,0.097533
-0.303983,0.093650
-0.304766,0.091231
-0.304316,0.090124
-0.303678,0.084971
-0.303721,0.081593
-0.305801,0.080434
-0.307296,0.078981
-0.311963,0.082905
-0.312290,0.082932
-0.315867,0.085696
-0.320804,0.089307
-0.326563,0.093124
-0.332158,0.097036
-0.339086,0.100894
-0.344133,0.103876
-0.348214,0.105149
-0.353206,0.106683
-0.357681,0.110200
-0.361065,0.113689
-0.363626,0.119457
-0.365849,0.121563
-0.370644,0.122433
-0.372210,0.120708
-0.376907,0.121241
-0.381680,0.120052
-0.383325,0.117206
-0.385874,0.115644
-0.385386,0.111451
-0.386139,0.110265
-0.387658,0.106103
-0.389834,0.104859
-0.391782,0.102745
-0.392401,0.097123
-0.391565,0.092087
-0.391719,0.086493
-0.392461,0.083356
-0.391238,0.082246
-0.387906,0.083879
-0.384749,0.085038
-0.378175,0.084539
-0.372566,0.084755
-0.367031,0.087945
-0.360877,0.091647
-0.353387,0.095289
-0.345235,0.097194
-0.339202,0.102080
-0.335068,0.108307
-0.329521,0.111206
-0.325097,0.113868
-0.319295,0.114700
-0.314729,0.116658
-0.310530,0.119174
-0.305944,0.121532
-0.301782,0.123127
-0.297357,0.123416
-0.294594,0.125410
-0.293144,0.124687
-0.290484,0.118198
-0.288230,0.114702
-0.286541,0.112105
-0.285587,0.110542
-0.287348,0.108748
-0.287721,0.110692
-0.288472,0.108646
-0.289637,0.107173
-0.291230,0.105555
-0.294310,0.102890
-0.299260,0.099178
-0.304253,0.094753
-0.309384,0.089086
-0.314203,0.084004
-0.317080,0.080002
-0.322333,0.073002
-0.327654,0.070849
-0.330355,0.067250
-0.334040,0.064779
-0.336654,0.062533
-0.336812,0.060067
-0.336910,0.062745
-0.337609,0.065281
-0.337374,0.070681
-0.338777,0.075474
-0.338625,0.079592
-0.338907,0.086803
-0.338745,0.092438
-0.339264,0.096096
-0.341024,0.102633
-0.342279,0.108251
-0.344376,0.112886
-0.347299,0.116390
-0.349553,0.114872
-0.353278,0.115002
-0.355339,0.114024
-0.355907,0.110561
-0.354865,0.106934
-0.353082,0.103037
-0.352444,0.100269
-0.353838,0.096700
-0.354278,0.095222
-0.351798,0.087946
-0.350977,0.081483
-0.350001,0.076311
-0.348511,0.070548
-0.346859,0.066641
-0.342509,0.062270
-0.336949,0.057298
-0.331038,0.051949
-0.326791,0.048423
-0.318961,0.047969
-0.313222,0.050467
-0.309612,0.050950
-0.307198,0.051200
-0.303850,0.049719
-0.300080,0.049811
-0.295017,0.049753
-0.291832,0.048023
-0.288994,0.051519
-0.286774,0.055886
-0.285569,0.060897
-0.281292,0.064782
-0.278419,0.070589
-0.274127,0.078213
-0.272861,0.084673
-0.272489,0.087338
-0.273023,0.088029
-0.274719,0.087872
-0.276383,0.088116
-0.279255,0.086371
-0.286196,0.083811
-0.293520,0.077280
-0.304087,0.076262
-0.311082,0.073126
-0.317774,0.070163
-0.326582,0.067184
-0.334760,0.065664
-0.341540,0.066403
-0.347399,0.063966
-0.354721,0.063769
-0.361939,0.063886
-0.366661,0.061114
-0.367237,0.059418
-0.370269,0.062369
-0.374452,0.064762
-0.373691,0.067357
-0.370328,0.068425
-0.367286,0.071347
-0.368734,0.076706
-0.365762,0.082727
-0.360503,0.085103
-0.357413,0.087324
-0.356447,0.092622
-0.354476,0.094938
-0.354875,0.098640
-0.356593,0.101614
-0.355590,0.101697
-0.355687,0.101091
-0.355704,0.096580
-0.357258,0.093342
-0.356461,0.092099
-0.353273,0.088286
-0.351607,0.085690
-0.348554,0.079910
-0.345515,0.074734
-0.342262,0.069443
-0.340860,0.062612
-0.341666,0.057039
-0.343402,0.051911
-0.348037,0.048102
-0.353950,0.048494
-0.357742,0.044110
-0.363362,0.042633
-0.371740,0.045413
-0.379346,0.047903
-0.383460,0.049090
-0.387199,0.049245
-0.392559,0.051477
-0.397256,0.054191
-0.400619,0.057441
-0.404235,0.062782
-0.407769,0.067704
-0.411835,0.071931
-0.416923,0.073465
-0.422062,0.076560
-0.426223,0.083188
-0.427754,0.090625
-0.427384,0.095083
-0.424948,0.100341
-0.423502,0.104627
-0.421157,0.109291
-0.419456,0.111457
-0.418060,0.117456
-0.414874,0.123864
-0.411930,0.128846
-0.408935,0.134564
-0.405368,0.138323
-0.404267,0.141353
-0.401126,0.139953
-0.398536,0.135819
-0.395152,0.130815
-0.389280,0.125321
-0.386235,0.119883
-0.383218,0.113797
-0.379394,0.104001
-0.375037,0.095958
-0.370604,0.088159
-0.369143,0.081696
-0.366314,0.074524
-0.366515,0.069735
-0.366406,0.062417
-0.366387,0.054067
-0.367983,0.049878
-0.371286,0.047891
-0.374295,0.049070
-0.376279,0.050440
-0.378303,0.050339
-0.379241,0.049703
-0.382184,0.049787
-0.387582,0.052275
-0.389600,0.054362
-0.390802,0.058828
-0.390254,0.062881
-0.391652,0.069351
-0.394064,0.074271
-0.396404,0.077538
-0.397323,0.079406
-0.399128,0.080613
-0.401352,0.080279
-0.404172,0.081184
-0.406252,0.079811
-0.408183,0.080348
-0.408947,0.082139
-0.408612,0.081464
-0.406685,0.077921
-0.405860,0.077580
-0.405275,0.079142
-0.403607,0.078948
-0.404149,0.079592
-0.407596,0.081925
-0.410728,0.087431
-0.411526,0.090656
-0.410960,0.092587
-0.414108,0.092382
-0.416850,0.091125
-0.421287,0.087545
-0.422721,0.084503
-0.427750,0.080486
-0.430901,0.077207
-0.432771,0.072534
-0.436398,0.067222
-0.439609,0.063403
-0.442832,0.062810
-0.443407,0.061801
-0.444484,0.062203
-0.445596,0.066293
-0.445186,0.070690
-0.444478,0.077087
-0.443102,0.080182
-0.441590,0.080843
-0.439848,0.080500
-0.436498,0.080462
-0.432707,0.081060
-0.429179,0.086769
-0.421489,0.091958
-0.412337,0.097115
-0.401212,0.103305
-0.391330,0.108238
-0.383564,0.114173
-0.373311,0.116234
-0.362600,0.114806
-0.354611,0.113404
-0.343662,0.111783
-0.336181,0.109739
-0.330555,0.109359
-0.321393,0.107079
-0.314896,0.103179
-0.309827,0.101947
-0.303937,0.097124
-0.299178,0.091520
-0.297800,0.088893
-0.295439,0.088789
-0.293486,0.087668
-0.291078,0.086530
-0.290355,0.085973
-0.287064,0.086014
-0.285203,0.088668
-0.286583,0.096456
-0.287274,0.103306
-0.288840,0.109271
-0.292442,0.116483
-0.296402,0.121361
-0.300153,0.124001
-0.303993,0.126063
-0.311625,0.128841
-0.319689,0.131968
-0.328040,0.131449
-0.336992,0.131388
-0.346521,0.134205
-0.354792,0.136652
-0.363147,0.136149
-0.373086,0.134334
-0.380713,0.132510
-0.386029,0.131549
-0.391849,0.131373
-0.395336,0.128526
-0.398455,0.125344
-0.401698,0.122286
-0.405496,0.119005
-0.405919,0.112097
-0.403213,0.104178
-0.402216,0.096327
-0.401869,0.091588
-0.400391,0.089302
-0.394806,0.084760
-0.390602,0.084483
-0.387797,0.086903
-0.385452,0.090885
-0.379964,0.096201
-0.372754,0.103794
-0.366699,0.110402
-0.361491,0.115895
-0.357837,0.119404
-0.352926,0.120326
-0.353114,0.121010
-0.354771,0.118850
-0.356736,0.115482
-0.360857,0.114177
-0.363993,0.111644
-0.365664,0.106408
-0.366024,0.100401
-0.365582,0.096685
-0.364091,0.091639
-0.361019,0.090513
-0.360649,0.089012
-0.356871,0.085308
-0.352886,0.080826
-0.349153,0.076892
-0.344619,0.071458
-0.341813,0.070469
-0.337432,0.065333
-0.336343,0.062370
-0.338515,0.060978
-0.337444,0.059818
-0.336634,0.059012
-0.336868,0.061236
-0.338079,0.063677
-0.337858,0.063061
-0.341062,0.063942
-0.345430,0.062556
-0.350718,0.062879
-0.357719,0.063079
-0.364960,0.062877
-0.369407,0.062428
-0.372897,0.064212
-0.376444,0.066342
-0.377105,0.069442
-0.379624,0.071742
-0.382470,0.075228
-0.384251,0.078587
-0.385386,0.081362
-0.385222,0.081874
-0.388193,0.082869
-0.391403,0.083172
-0.391635,0.081375
-0.393494,0.078106
-0.396879,0.072791
-0.401121,0.071148
-0.406235,0.067826
-0.410152,0.069003
-0.413164,0.069332
-0.414272,0.069527
-0.417605,0.069915
-0.423217,0.069692
-0.426011,0.068572
-0.429127,0.066739
-0.432484,0.063751
-0.435454,0.064550
-0.437000,0.065375
-0.435806,0.068368
-0.434003,0.070564
-0.432541,0.074166
-0.432929,0.076763
-0.433582,0.080158
-0.434553,0.083081
-0.437295,0.088476
-0.441064,0.092730
-0.445405,0.097191
-0.446295,0.100368
-0.447658,0.104453
-0.447656,0.109439
-0.447517,0.114751
-0.448924,0.116570
-0.448540,0.116266
-0.448533,0.116442
-0.447466,0.114415
-0.448385,0.112146
-0.447788,0.107432
-0.445434,0.103263
-0.440934,0.099466
-0.441543,0.099598
-0.443018,0.101703
-0.439596,0.099719
-0.434993,0.095540
-0.433343,0.092867
-0.431733,0.088242
-0.430646,0.079897
-0.428626,0.073148
-0.429865,0.068721
-0.429772,0.065166
-0.429392,0.062435
-0.428936,0.057993
-0.427335,0.055075
-0.424842,0.051705
-0.422297,0.048223
-0.423231,0.048163
-0.422643,0.049674
-0.421202,0.049703
-0.421990,0.050566
-0.421650,0.051221
-0.419704,0.050471
-0.419861,0.053188
-0.421217,0.058893
-0.422557,0.064582
-0.425907,0.069254
-0.428439,0.071736
-0.431574,0.076810
-0.433259,0.077579
-0.433738,0.077069
-0.434279,0.079470
-0.435245,0.078651
-0.437553,0.080852
-0.441262,0.088105
-0.443511,0.092083
-0.443543,0.092956
-0.446774,0.095736
-0.449699,0.096821
-0.455007,0.098626
-0.458152,0.100224
-0.463202,0.100695
-0.468090,0.099590
-0.472029,0.098002
-0.475150,0.095264
-0.476491,0.090828
-0.477900,0.088071
-0.480687,0.086967
-0.485038,0.086594
-0.486929,0.085141
-0.488654,0.082494
-0.487334,0.079985
-0.488636,0.080862
-0.490601,0.082659
-0.490432,0.083160
-0.491004,0.085390
-0.489822,0.089462
-0.487997,0.093178
-0.486802,0.096715
-0.482838,0.099454
-0.477308,0.102794
-0.471699,0.107616
-0.468442,0.110008
-0.466441,0.112582
-0.461225,0.114407
-0.457209,0.116372
-0.455131,0.116799
-0.451887,0.116828
-0.449900,0.116188
-0.449078,0.116694
-0.446150,0.119351
-0.444523,0.120085
-0.441934,0.119182
-0.436991,0.119300
-0.430699,0.118316
-0.425125,0.116480
-0.418370,0.115036
-0.412769,0.114251
-0.405886,0.112547
-0.400398,0.113533
-0.397016,0.114822
-0.393403,0.113873
-0.393062,0.112779
-0.390497,0.111728
-0.387989,0.107159
-0.385788,0.104929
-0.382749,0.102117
-0.381238,0.099412
-0.379324,0.095286
-0.375216,0.093040
-0.373388,0.089957
-0.370571,0.086413
-0.369497,0.081994
-0.371312,0.079915
-0.373048,0.079178
-0.375253,0.077609
-0.375986,0.076830
-0.376061,0.077069
-0.377822,0.078923
-0.380327,0.080839
-0.382658,0.083560
-0.388777,0.089029
-0.394369,0.097181
-0.397607,0.103327
-0.400412,0.108620
-0.406854,0.113502
-0.409876,0.117754
-0.412140,0.122636
-0.415428,0.127446
-0.421019,0.133426
-0.425622,0.138328
-0.430377,0.140482
-0.435247,0.141780
-0.437821,0.144317
-0.440802,0.148276
-0.442665,0.148901
-0.444144,0.145949
-0.446207,0.143418
-0.448626,0.142013
-0.452193,0.140527
-0.455763,0.139997
-0.457978,0.136927
-0.458620,0.135239
-0.458490,0.131376
-0.456797,0.123730
-0.454778,0.116785
-0.453813,0.111633
-0.451396,0.107933
-0.450242,0.105207
-0.444702,0.101109
-0.438865,0.097116
-0.434436,0.094733
-0.429168,0.092707
-0.421889,0.091708
-0.415158,0.090757
-0.408874,0.088174
-0.404856,0.086426
-0.401710,0.085605
-0.399167,0.084442
-0.399302,0.084218
-0.398985,0.080365
-0.398711,0.077938
-0.400390,0.075920
-0.400981,0.072217
-0.403997,0.068664
-0.405447,0.068168
-0.406094,0.069683
-0.407471,0.071601
-0.412439,0.076662
-0.419381,0.081999
-0.426133,0.085815
-0.432339,0.087380
-0.437031,0.086491
-0.442298,0.084706
-0.446185,0.081099
-0.451412,0.077845
-0.458043,0.070574
-0.464409,0.069111
-0.468060,0.068500
-0.474680,0.067669
-0.480827,0.068223
-0.481352,0.067794
-0.479457,0.069113
-0.479104,0.073724
-0.476974,0.076120
-0.469438,0.079592
-0.460889,0.081760
-0.453928,0.085058
-0.449136,0.091406
-0.444146,0.097864
-0.439998,0.103129
-0.438332,0.111090
-0.438097,0.116091
-0.439266,0.118492
-0.440096,0.119938
-0.439929,0.119261
-0.437597,0.117103
-0.437196,0.113170
-0.437100,0.109578
-0.435881,0.103899
-0.434017,0.101277
-0.431470,0.096684
-0.427925,0.093627
-0.421299,0.088223
-0.414981,0.084860
-0.409620,0.085056
-0.405320,0.087383
-0.402669,0.089722
-0.401118,0.090526
-0.400208,0.090700
-0.400333,0.091276
-0.401429,0.090578
-0.404107,0.089861
-0.404281,0.089285
-0.405013,0.088513
-0.406362,0.088181
-0.406954,0.086986
-0.408635,0.084633
-0.410499,0.084927
-0.410768,0.086706
-0.410923,0.088657
-0.411166,0.092170
-0.408903,0.092900
-0.407050,0.092778
-0.406724,0.093669
-0.408467,0.095733
-0.409133,0.094630
-0.410690,0.092191
-0.412518,0.089267
-0.415006,0.086482
-0.417518,0.083563
-0.419790,0.082849
-0.424599,0.083383
-0.425795,0.080703
-0.425658,0.079148
-0.426256,0.079378
-0.425207,0.077375
-0.423916,0.076379
-0.423764,0.077444
-0.424847,0.080119
-0.425419,0.081372
-0.426562,0.081541
-0.426988,0.079798
-0.429400,0.080749
-0.431688,0.083315
-0.432292,0.083271
-0.434284,0.084585
-0.435948,0.085193
-0.436007,0.087429
-0.435545,0.090458
-0.435849,0.095581
-0.435379,0.101816
-0.434702,0.107021
-0.432638,0.110561
-0.431521,0.113866
-0.430591,0.114913
-0.428351,0.115658
-0.424019,0.113959
-0.419433,0.111907
-0.417961,0.110117
-0.415902,0.104734
-0.417376,0.102222
-0.418548,0.094836
-0.419075,0.086553
-0.420480,0.075705
-0.422514,0.065962
-0.424561,0.057301
-0.427014,0.049853
-0.429310,0.043889
-0.431170,0.037371
-0.432788,0.034186
-0.434843,0.031894
-0.435822,0.032118
-0.438333,0.032316
-0.441037,0.034029
-0.444611,0.035948
-0.449217,0.039184
-0.457170,0.044056
-0.465016,0.046698
-0.472227,0.051504
-0.479442,0.055828
-0.483675,0.062138
-0.489248,0.072436
-0.494565,0.083759
-0.496707,0.092192
-0.498049,0.099217
-0.497363,0.103256
-0.499818,0.104955
-0.504336,0.110240
-0.507642,0.114524
-0.511909,0.116467
-0.516758,0.119273
-0.524533,0.121013
-0.529728,0.120971
-0.532035,0.120965
-0.534743,0.121152
-0.536891,0.121075
-0.537166,0.121214
-0.538169,0.120781
-0.539789,0.121615
-0.541294,0.121914
-0.543214,0.118181
-0.545698,0.116284
-0.547486,0.116600
-0.546436,0.115241
-0.544638,0.110127
-0.542017,0.107575
-0.537980,0.106176
-0.533327,0.103213
-0.526925,0.103332
-0.520651,0.105262
-0.514728,0.108707
-0.507309,0.111421
-0.501040,0.114890
-0.494297,0.118389
-0.488443,0.117501
-0.484722,0.118006
-0.481178,0.117359
-0.479871,0.117749
-0.480412,0.118600
-0.480701,0.119152
-0.482605,0.119146
-0.486897,0.115776
-0.493839,0.114015
-0.501300,0.112649
-0.504900,0.107983
-0.507519,0.104023
-0.509944,0.100937
-0.511382,0.098908
-0.516064,0.099484
-0.523762,0.098406
-0.531068,0.095995
-0.537721,0.092530
-0.545348,0.091029
-0.549628,0.090180
-0.552204,0.090617
-0.554287,0.091998
-0.558041,0.095230
-0.561839,0.099816
-0.562445,0.104249
-0.561042,0.112346
-0.558510,0.120395
-0.557469,0.130547
-0.555249,0.136660
-0.551824,0.140635
-0.548036,0.145057
-0.544540,0.146263
-0.540026,0.144163
-0.537475,0.140573
-0.537529,0.137656
-0.536893,0.130350
-0.536074,0.122106
-0.534381,0.114196
-0.533922,0.107829
-0.528713,0.096490
-0.522993,0.086970
-0.517044,0.077130
-0.511861,0.069391
-0.507246,0.064630
-0.500343,0.058154
-0.493540,0.052355
-0.487914,0.046646
-0.485510,0.044629
-0.484249,0.042289
-0.482736,0.039684
-0.483230,0.036219
-0.485942,0.033042
-0.487675,0.031256
-0.489329,0.031269
-0.489406,0.033276
-0.489789,0.033056
-0.490581,0.033076
-0.492597,0.028409
-0.493658,0.026967
-0.492987,0.026308
-0.491426,0.028401
-0.489720,0.030757
-0.485490,0.033256
-0.484042,0.034648
-0.484511,0.037213
-0.483365,0.039268
-0.483991,0.042022
-0.483097,0.044573
-0.483795,0.048939
-0.482689,0.052409
-0.480610,0.056362
-0.482187,0.062102
-0.483357,0.066339
-0.489402,0.072147
-0.494996,0.072792
-0.503852,0.071312
-0.511487,0.068730
-0.521063,0.067415
-0.528766,0.065147
-0.534496,0.060407
-0.539462,0.056845
-0.543044,0.054906
-0.546886,0.054872
-0.550730,0.057288
-0.550846,0.059023
-0.549460,0.056301
-0.546234,0.056340
-0.547431,0.059644
-0.547019,0.058588
-0.546713,0.057343
-0.545349,0.060196
-0.543354,0.062953
-0.538428,0.066814
-0.535030,0.068456
-0.531438,0.067465
-0.530331,0.067945
-0.528952,0.070328
-0.523610,0.071549
-0.517468,0.069804
-0.514593,0.067528
-0.512022,0.062968
-0.510765,0.061845
-0.509461,0.062338
-0.508047,0.060651
-0.505869,0.055343
-0.503208,0.051134
-0.502585,0.050530
-0.499575,0.044287
-0.498891,0.039663
-0.499238,0.034697
-0.503168,0.031979
-0.507048,0.032499
-0.510303,0.033078
-0.512854,0.033142
-0.514975,0.033943
-0.516244,0.034140
-0.517199,0.035936
-0.517441,0.039428
-0.516429,0.041401
-0.514938,0.046192
-0.513204,0.050328
-0.509692,0.054613
-0.504202,0.057446
-0.500070,0.060675
-0.493770,0.063612
-0.488423,0.067285
-0.484915,0.072037
-0.479458,0.075141
-0.473309,0.077070
-0.469014,0.075985
-0.465085,0.073242
-0.461787,0.073242
-0.461142,0.076104
-0.460546,0.075623
-0.460773,0.073721
-0.462483,0.071003
-0.463305,0.071924
-0.464523,0.072649
-0.467169,0.072809
-0.470938,0.071055
-0.474024,0.069204
-0.477719,0.064745
-0.481706,0.059317
-0.490724,0.056294
-0.498516,0.054961
-0.505258,0.055099
-0.512701,0.058409
-0.517233,0.058491
-0.520044,0.057372
-0.523401,0.057397
-0.528332,0.059721
-0.535003,0.060972
-0.542682,0.062440
-0.551461,0.063591
-0.560432,0.066530
-0.569919,0.065935
-0.578142,0.065285
-0.584594,0.067117
-0.588043,0.067189
-0.589789,0.065865
-0.589750,0.061735
-0.588363,0.057739
-0.587520,0.053580
-0.586129,0.051586
-0.584448,0.051092
-0.579996,0.049956
-0.573726,0.047947
-0.568912,0.047635
-0.560554,0.046103
-0.551946,0.044278
-0.544564,0.045413
-0.538982,0.048878
-0.530649,0.050698
-0.520220,0.050990
-0.511950,0.053539
-0.503114,0.054634
-0.496309,0.056035
-0.490648,0.057550
-0.487478,0.057229
-0.487349,0.059619
-0.486483,0.062762
-0.484166,0.065219
-0.481447,0.066697
-0.479350,0.065074
-0.480345,0.066641
-0.480057,0.065944
-0.478322,0.065209
-0.477900,0.064467
-0.477324,0.064968
-0.474237,0.064432
-0.469159,0.065253
-0.463750,0.067644
-0.459027,0.068070
-0.455345,0.070603
-0.451704,0.073589
-0.447993,0.075837
-0.445162,0.077125
-0.442978,0.077088
-0.442251,0.077937
-0.443749,0.080282
-0.445209,0.081936
-0.447461,0.083217
-0.450447,0.081815
-0.454743,0.081563
-0.460293,0.084013
-0.467284,0.084410
-0.474559,0.085900
-0.480809,0.086309
-0.482280,0.083518
-0.483417,0.086491
-0.484069,0.093117
-0.482738,0.100665
-0.476965,0.106141
-0.471463,0.109426
-0.464761,0.113133
-0.457564,0.117749
-0.450595,0.119024
-0.441752,0.121725
-0.435312,0.127571
-0.430236,0.133644
-0.426169,0.132983
-0.423884,0.132762
-0.423410,0.131270
-0.421722,0.127007
-0.420773,0.122733
-0.422022,0.120547
-0.420990,0.115381
-0.420093,0.110899
-0.422134,0.107847
-0.424273,0.104240
-0.429210,0.098034
-0.433137,0.088512
-0.436644,0.081111
-0.441592,0.076746
-0.447828,0.071399
-0.455247,0.067316
-0.459294,0.059645
-0.462680,0.054310
-0.466962,0.050353
-0.472637,0.046356
-0.479808,0.044237
-0.486180,0.044838
-0.490328,0.046160
-0.492972,0.049644
-0.494126,0.051434
-0.496288,0.052993
-0.498920,0.055995
-0.502257,0.060858
-0.504332,0.063896
-0.506916,0.067761
-0.508111,0.070311
-0.509592,0.072706
-0.510008,0.077146
-0.513263,0.081928
-0.514179,0.087266
-0.513001,0.092718
-0.512807,0.097431
-0.510406,0.102537
-0.506799,0.107156
-0.503100,0.109345
-0.500589,0.115736
-0.496613,0.120461
-0.492963,0.119486
-0.492741,0.116096
-0.491279,0.111456
-0.488989,0.107606
-0.486720,0.104806
-0.483464,0.100434
-0.479858,0.095098
-0.478723,0.090045
-0.477435,0.088054
-0.480522,0.083837
-0.483960,0.080262
-0.486006,0.075903
-0.486813,0.073301
-0.486785,0.071803
-0.486669,0.073075
-0.486728,0.075010
-0.486383,0.077952
-0.487975,0.081416
-0.488279,0.084498
-0.488914,0.090670
-0.488924,0.095613
-0.484593,0.097277
-0.480186,0.098732
-0.478004,0.102581
-0.474385,0.105474
-0.472497,0.108485
-0.468367,0.106585
-0.463093,0.101814
-0.459860,0.097999
-0.456580,0.093708
-0.454268,0.089011
-0.450870,0.083815
-0.448575,0.079966
-0.446013,0.077811
-0.441661,0.078326
-0.438256,0.079755
-0.435506,0.080738
-0.431804,0.082431
-0.429694,0.082693
-0.426536,0.081924
-0.425287,0.080437
-0.428130,0.081059
-0.431950,0.082348
-0.436302,0.081979
-0.443350,0.081879
-0.450208,0.080801
-0.458927,0.083875
-0.469919,0.089299
-0.481055,0.093187
-0.487706,0.095517
-0.493003,0.095585
-0.499765,0.096652
-0.508232,0.101443
-0.512989,0.105020
-0.516457,0.108924
-0.517632,0.116621
-0.516989,0.121430
-0.517262,0.124357
-0.517986,0.129467
-0.515528,0.131793
-0.516376,0.131606
-0.517454,0.131930
-0.516555,0.128429
-0.515097,0.123577
-0.512145,0.118161
-0.508190,0.115287
-0.503183,0.109890
-0.498714,0.103665
-0.493389,0.099449
-0.487455,0.095107
-0.482800,0.089620
-0.476734,0.082783
-0.473179,0.075167
-0.472943,0.069721
-0.470363,0.064235
-0.466922,0.058125
-0.464025,0.053536
-0.464368,0.047229
-0.463550,0.040987
-0.460255,0.034867
-0.454761,0.029120
-0.451450,0.026846
-0.447311,0.027874
-0.442408,0.027654
-0.436577,0.026621
-0.432353,0.025468
-0.428621,0.028114
-0.426673,0.032080
-0.425741,0.034661
-0.424826,0.037026
-0.426418,0.042383
-0.428919,0.050035
-0.429333,0.055779
-0.430074,0.063510
-0.430590,0.067389
-0.435929,0.073951
-0.439321,0.077206
-0.447561,0.084491
-0.451871,0.087464
-0.457002,0.090385
-0.462127,0.093508
-0.467387,0.094309
-0.470613,0.094881
-0.471540,0.094453
-0.471589,0.094419
-0.470878,0.096253
-0.472128,0.099214
-0.470171,0.099715
-0.469884,0.100308
-0.471309,0.100493
-0.475310,0.097216
-0.476117,0.091509
-0.479105,0.083689
-0.482326,0.074417
-0.485950,0.062744
-0.489658,0.051180
-0.493960,0.040605
-0.496261,0.028528
-0.499738,0.019221
-0.499294,0.006926
-0.497621,0.000065
-0.495700,-0.006462
-0.493704,-0.011719
-0.493603,-0.014393
-0.493510,-0.013089
-0.492712,-0.011033
-0.491322,-0.007557
-0.488620,-0.003469
-0.483917,0.003964
-0.482190,0.012218
-0.479549,0.019945
-0.475754,0.031095
-0.468570,0.039550
-0.463094,0.045383
-0.458287,0.051384
-0.453675,0.058281
-0.449539,0.062046
-0.447232,0.068605
-0.443438,0.074281
-0.441052,0.078538
-0.440003,0.080464
-0.438758,0.082770
-0.437437,0.085421
-0.437535,0.084016
-0.437199,0.080891
-0.439647,0.078138
-0.445173,0.079738
-0.450709,0.075390
-0.456267,0.070412
-0.462290,0.067919
-0.466426,0.067378
-0.471102,0.062449
-0.474496,0.055680
-0.473635,0.048452
-0.475903,0.042797
-0.475921,0.039420
-0.476102,0.036176
-0.476394,0.030813
-0.475650,0.027121
-0.475273,0.023699
-0.472797,0.020107
-0.470395,0.022636
-0.466732,0.024768
-0.463721,0.027723
-0.461759,0.030839
-0.459055,0.032527
-0.458791,0.032725
-0.458616,0.036643
-0.457233,0.039688
-0.455876,0.041480
-0.457849,0.043846
-0.459085,0.045993
-0.462854,0.049785
-0.469035,0.049980
-0.475005,0.048165
-0.480470,0.046295
-0.487376,0.044004
-0.493551,0.041813
-0.497862,0.039232
-0.501177,0.034872
-0.502346,0.030774
-0.502904,0.027175
-0.506245,0.028128
-0.507524,0.032268
-0.507903,0.037293
-0.506666,0.042785
-0.504701,0.046313
-0.500994,0.048607
-0.494747,0.050604
-0.490699,0.053725
-0.487048,0.059544
-0.482363,0.063099
-0.479279,0.067126
-0.476097,0.070923
-0.472431,0.073717
-0.469326,0.074090
-0.470378,0.076751
-0.472009,0.079482
-0.475439,0.082666
-0.477954,0.083807
-0.479739,0.079751
-0.480551,0.078398
-0.481072,0.077559
-0.483069,0.082643
-0.481661,0.082178
-0.481907,0.081743
-0.484278,0.079731
-0.484805,0.076890
-0.487291,0.077099
-0.489549,0.074415
-0.491709,0.072282
-0.493818,0.070170
-0.492787,0.067052
-0.492809,0.064226
-0.492752,0.064667
-0.492878,0.063982
-0.491740,0.062661
-0.487812,0.059441
-0.483533,0.055142
-0.480099,0.052951
-0.477496,0.052236
-0.474650,0.052221
-0.470352,0.050954
-0.465247,0.052365
-0.460364,0.052566
-0.453667,0.052102
-0.447772,0.051448
-0.439836,0.049304
-0.438236,0.050288
-0.436767,0.051599
-0.435998,0.051272
-0.434816,0.051195
-0.434793,0.052347
-0.433619,0.053690
-0.432001,0.055436
-0.432220,0.058921
-0.433822,0.061965
-0.434945,0.067172
-0.437297,0.072647
-0.437262,0.077045
-0.437172,0.082596
-0.436744,0.087132
-0.439426,0.091001
-0.445402,0.095476
-0.451685,0.098537
-0.455633,0.099212
-0.463413,0.096916
-0.470967,0.094902
-0.475608,0.089858
-0.481829,0.087433
-0.486285,0.081176
-0.490463,0.076300
-0.491601,0.068950
-0.492256,0.062892
-0.493527,0.057585
-0.495036,0.051432
-0.495625,0.046564
-0.495002,0.041965
-0.492756,0.036274
-0.488483,0.032069
-0.485614,0.029544
