step,T,Epot,Efull,SolventMolsThroughZ,SolventMolsThroughKlap,G,
15150,288.414,-8398.03,-7782.94,-1,0,5.69322,
15160,278.97,-8375.72,-7780.76,-1,0,5.69607,
15170,289.821,-8397.76,-7779.66,-1,0,5.69892,
15180,284.596,-8384.52,-7777.57,-1,0,5.70177,
15190,301.066,-8418.88,-7776.8,-1,0,5.70461,
15200,289.656,-8393.72,-7775.98,-1,0,5.70745,
15210,295.981,-8405.93,-7774.7,-1,0,5.7103,
15220,293.762,-8400.94,-7774.45,-1,0,5.71314,
15230,293.606,-8399.64,-7773.47,-1,0,5.71597,
15240,302.735,-8419.27,-7773.63,-1,0,5.71881,
15250,295.974,-8408.27,-7777.06,-1,0,5.72164,
15260,279.113,-8371.59,-7776.33,-1,0,5.72448,
15270,272.679,-8355.13,-7773.59,-1,0,5.72731,
15280,282.143,-8372.83,-7771.11,-1,0,5.73014,
15290,285.188,-8377.96,-7769.74,-1,0,5.73297,
15300,294.506,-8397.13,-7769.04,-1,0,5.73579,
15310,305.235,-8419.61,-7768.64,-1,0,5.73862,
15320,296.681,-8401.13,-7768.41,-1,0,5.74144,
15330,288.952,-8384.05,-7767.81,-1,0,5.74426,
15340,292.13,-8390.33,-7767.32,-1,0,5.74708,
15350,287.611,-8380.11,-7766.73,-1,0,5.7499,
15360,292.29,-8390.93,-7767.57,-1,0,5.75271,
15370,307.893,-8426.34,-7769.71,-1,0,5.75553,
15380,310.926,-8435.23,-7772.13,-1,0,5.75834,
15390,293.972,-8399.07,-7772.13,-1,0,5.76115,
15400,293.248,-8396.72,-7771.32,-1,0,5.76396,
15410,308.655,-8429.47,-7771.21,-1,0,5.76677,
15420,313.392,-8441.78,-7773.41,-1,0,5.76957,
15430,312.786,-8444.04,-7776.97,-1,0,5.77238,
15440,311.221,-8443.26,-7779.53,-1,0,5.77518,
15450,311.031,-8444.1,-7780.77,-1,0,5.77798,
15460,316.203,-8457.32,-7782.96,-1,0,5.78078,
15470,320.607,-8469.78,-7786.03,-1,0,5.78357,
15480,312.073,-8454.18,-7788.63,-1,0,5.78637,
15490,310.035,-8451.77,-7790.56,-1,0,5.78916,
15500,312.344,-8459.16,-7793.03,-1,0,5.79195,
15510,298.45,-8430.08,-7793.59,-1,0,5.79474,
15520,309.967,-8455.45,-7794.4,-1,0,5.79753,
15530,311.192,-8459.05,-7795.38,-1,0,5.80032,
15540,310.844,-8460.46,-7797.53,-1,0,5.8031,
15550,295.842,-8428.58,-7797.65,-1,0,5.80588,
15560,302.573,-8443.06,-7797.77,-1,0,5.80866,
15570,295.295,-8427.76,-7797.99,-1,0,5.81144,
15580,293.031,-8422.83,-7797.89,-1,0,5.81422,
15590,287.729,-8409.87,-7796.23,-1,0,5.817,
15600,299.747,-8434.54,-7795.28,-1,0,5.81977,
15610,309.21,-8454.96,-7795.52,-1,0,5.82254,
15620,278.609,-8389.5,-7795.31,-1,0,5.82531,
15630,273.216,-8375.25,-7792.57,-1,0,5.82808,
15640,298.129,-8426.52,-7790.7,-1,0,5.83085,
15650,308.803,-8449.66,-7791.08,-1,0,5.83362,
15660,311.924,-8458.16,-7792.93,-1,0,5.83638,
15670,292.001,-8415.26,-7792.52,-1,0,5.83914,
15680,295.496,-8422.53,-7792.34,-1,0,5.8419,
15690,302.982,-8439.15,-7792.99,-1,0,5.84466,
15700,317.716,-8471.43,-7793.84,-1,0,5.84742,
15710,299.236,-8433.03,-7794.86,-1,0,5.85017,
15720,292.243,-8417.42,-7794.16,-1,0,5.85292,
15730,314.559,-8464.83,-7793.98,-1,0,5.85567,
15740,318.308,-8474.74,-7795.89,-1,0,5.85842,
15750,300.741,-8438.51,-7797.13,-1,0,5.86117,
15760,269.958,-8371.12,-7795.39,-1,0,5.86392,
15770,274.302,-8378.24,-7793.25,-1,0,5.86666,
15780,284.588,-8397.69,-7790.76,-1,0,5.8694,
15790,304.5,-8439.19,-7789.8,-1,0,5.87214,
15800,309.476,-8450.6,-7790.59,-1,0,5.87488,
15810,325.647,-8487.9,-7793.4,-1,0,5.87762,
15820,305.602,-8446.25,-7794.51,-1,0,5.88036,
15830,321.569,-8482.36,-7796.56,-1,0,5.88309,
15840,292.701,-8421.66,-7797.43,-1,0,5.88582,
15850,281.694,-8397.05,-7796.29,-1,0,5.88855,
15860,284.764,-8400.99,-7793.69,-1,0,5.89128,
15870,306.463,-8446.59,-7793,-1,0,5.89401,
15880,293.038,-8418.59,-7793.63,-1,0,5.89673,
15890,294.249,-8420.51,-7792.98,-1,0,5.89945,
15900,286.893,-8404.08,-7792.23,-1,0,5.90218,
15910,291.365,-8412.2,-7790.81,-1,0,5.90489,
15920,297.881,-8426.12,-7790.84,-1,0,5.90761,
15930,315.44,-8463.76,-7791.03,-1,0,5.91033,
15940,338.915,-8517.22,-7794.42,-1,0,5.91304,
15950,305.726,-8449.22,-7797.2,-1,0,5.91575,
15960,306.022,-8450.74,-7798.09,-1,0,5.91847,
15970,297.953,-8434.05,-7798.62,-1,0,5.92117,
15980,296.158,-8430.21,-7798.6,-1,0,5.92388,
15990,294.988,-8427.12,-7798.01,-1,0,5.92659,
16000,288.32,-8412.04,-7797.15,-1,0,5.92929,
16010,280.585,-8393.27,-7794.87,-1,0,5.93199,
16020,316.407,-8470.08,-7795.29,-1,0,5.93469,
16030,349.981,-8545.87,-7799.48,-1,0,5.93739,
16040,340.689,-8531.38,-7804.81,-1,0,5.94009,
16050,320.248,-8491.15,-7808.17,-1,0,5.94278,
16060,315.56,-8484.44,-7811.45,-1,0,5.94547,
16070,289.463,-8431.62,-7814.29,-1,0,5.94816,
16080,271.388,-8394.09,-7815.3,-1,0,5.95085,
16090,270.943,-8391.32,-7813.48,-1,0,5.95354,
16100,278.475,-8405.06,-7811.16,-1,0,5.95623,
16110,287.697,-8422.32,-7808.76,-1,0,5.95891,
16120,292.405,-8431.3,-7807.7,-1,0,5.96159,
16130,284.676,-8413.68,-7806.56,-1,0,5.96427,
16140,303.831,-8454.96,-7806.98,-1,0,5.96695,
16150,317.146,-8483.81,-7807.44,-1,0,5.96963,
16160,324.961,-8502.53,-7809.5,-1,0,5.9723,
16170,287.81,-8424.03,-7810.22,-1,0,5.97497,
16180,287.298,-8424.09,-7811.38,-1,0,5.97765,
16190,293.535,-8437.33,-7811.31,0,1,5.98032,
16200,284.4,-8417.34,-7810.81,0,1,5.98298,
16210,265.884,-8375.14,-7808.09,0,1,5.98565,
16220,295.172,-8435.11,-7805.61,0,1,5.98831,
16230,283.111,-8410.52,-7806.73,0,1,5.99097,
16240,284.958,-8414.5,-7806.78,0,1,5.99364,
16250,284.038,-8411.13,-7805.36,0,1,5.99629,
16260,257.796,-8351.07,-7801.28,0,1,5.99895,
16270,280.623,-8396.79,-7798.31,0,1,6.00161,
16280,284.616,-8403.92,-7796.93,0,1,6.00426,
16290,265.649,-8361.2,-7794.66,0,1,6.00691,
16300,256.874,-8338.88,-7791.05,0,1,6.00956,
16310,288.732,-8404.33,-7788.56,0,1,6.01221,
16320,291.64,-8409.88,-7787.9,0,1,6.01485,
16330,296.072,-8419.19,-7787.77,0,1,6.0175,
16340,305.836,-8440.08,-7787.83,0,1,6.02014,
16350,328.652,-8491.06,-7790.15,0,1,6.02278,
16360,324.469,-8484.85,-7792.86,0,1,6.02542,
16370,297.016,-8427.24,-7793.8,0,1,6.02806,
16380,304.148,-8441.51,-7792.86,0,1,6.03069,
16390,297.986,-8429.51,-7794.01,0,1,6.03332,
16400,278.44,-8386.44,-7792.62,0,1,6.03596,
16410,311.557,-8456.81,-7792.36,0,1,6.03859,
16420,303.573,-8440.65,-7793.23,0,1,6.04121,
16430,302.658,-8439.37,-7793.9,0,1,6.04384,
16440,307.149,-8448.04,-7793,0,1,6.04646,
16450,323.027,-8482.75,-7793.84,0,1,6.04909,
16460,303.151,-8442.15,-7795.63,0,1,6.05171,
16470,297.399,-8430.16,-7795.9,0,1,6.05433,
16480,296.307,-8427.62,-7795.7,0,1,6.05694,
16490,279.883,-8390.96,-7794.06,0,1,6.05956,
16500,283.255,-8396.1,-7792.01,0,1,6.06217,
16510,305.927,-8444.17,-7791.73,0,1,6.06478,
16520,291.375,-8412.41,-7791,0,1,6.06739,
16530,296.363,-8423.24,-7791.19,0,1,6.07,
16540,285.156,-8398.23,-7790.08,0,1,6.07261,
16550,317.206,-8467.42,-7790.92,0,1,6.07521,
16560,315.476,-8466.89,-7794.08,0,1,6.07781,
16570,305.511,-8446.48,-7794.92,0,1,6.08041,
16580,297.19,-8429.62,-7795.81,0,1,6.08301,
16590,304.36,-8445.43,-7796.33,0,1,6.08561,
16600,314.774,-8469.73,-7798.42,0,1,6.0882,
16610,303.39,-8447.55,-7800.52,0,1,6.0908,
16620,285.828,-8409.96,-7800.38,0,1,6.09339,
16630,292.009,-8421.92,-7799.16,0,1,6.09598,
16640,329.011,-8502.68,-7801.01,0,1,6.09857,
16650,323.091,-8494.4,-7805.36,0,1,6.10115,
16660,320.658,-8490.6,-7806.75,0,1,6.10374,
16670,325.041,-8502.42,-7809.21,0,1,6.10632,
16680,304.499,-8460.13,-7810.74,0,1,6.1089,
16690,290.334,-8430.71,-7811.52,0,1,6.11148,
16700,279.055,-8404.3,-7809.16,0,1,6.11405,
16710,284.261,-8412.33,-7806.09,0,1,6.11663,
16720,279.587,-8400.76,-7804.5,0,1,6.1192,
16730,285.187,-8410.72,-7802.51,0,1,6.12177,
16740,302.793,-8449.05,-7803.29,0,1,6.12434,
16750,305.198,-8455,-7804.12,0,1,6.12691,
16760,317.654,-8482.47,-7805.02,0,1,6.12948,
16770,318.781,-8487.13,-7807.28,0,1,6.13204,
16780,288.816,-8423.28,-7807.33,0,1,6.1346,
16790,279.497,-8402,-7805.92,0,1,6.13716,
16800,294.688,-8432.09,-7803.62,0,1,6.13972,
16810,280.337,-8400.77,-7802.9,0,1,6.14228,
16820,252.603,-8339.1,-7800.38,0,1,6.14483,
16830,264.915,-8361.26,-7796.29,0,1,6.14738,
16840,286.655,-8405.09,-7793.75,0,1,6.14993,
16850,304.431,-8442.6,-7793.35,1,2,6.15248,
16860,306.355,-8447.93,-7794.57,1,2,6.15503,
16870,312.255,-8461.84,-7795.91,1,2,6.15758,
16880,312.413,-8463.06,-7796.79,1,2,6.16012,
16890,304.971,-8447.6,-7797.19,1,2,6.16266,
16900,303.207,-8444.61,-7797.97,1,2,6.1652,
16910,276.641,-8387.38,-7797.4,1,2,6.16774,
16920,269.118,-8368.8,-7794.86,1,2,6.17028,
16930,275.148,-8382.28,-7795.48,1,2,6.17281,
16940,259.874,-8348.07,-7793.84,1,2,6.17534,
16950,286.82,-8402.13,-7790.44,1,2,6.17787,
16960,314.199,-8460.19,-7790.11,1,2,6.1804,
16970,332.845,-8502.55,-7792.7,1,2,6.18293,
16980,309.404,-8455.08,-7795.22,1,2,6.18545,
16990,301.85,-8439.44,-7795.69,1,2,6.18798,
17000,312.288,-8462.23,-7796.22,1,2,6.1905,
17010,300.42,-8438.23,-7797.54,1,2,6.19302,
17020,297.56,-8431.92,-7797.32,1,2,6.19553,
17030,286.112,-8407.89,-7797.7,1,2,6.19805,
17040,257.193,-8343.08,-7794.57,1,2,6.20056,
17050,280.996,-8391.63,-7792.36,1,2,6.20308,
17060,298.099,-8428.86,-7793.12,1,2,6.20559,
17070,295.471,-8423.18,-7793.03,1,2,6.20809,
17080,313.53,-8462.11,-7793.45,1,2,6.2106,
17090,321.844,-8483.26,-7796.87,1,2,6.2131,
17100,313.71,-8472.65,-7803.61,1,2,6.21561,
17110,304.7,-8456.55,-7806.72,1,2,6.21811,
17120,307.924,-8465.15,-7808.45,1,2,6.22061,
17130,302.912,-8455.68,-7809.67,1,2,6.2231,
17140,275.949,-8398.5,-7809.99,0,1,6.2256,
17150,260.033,-8361.08,-7806.51,0,1,6.22809,
17160,284.645,-8410.18,-7803.13,0,1,6.23058,
17170,305.738,-8454.59,-7802.55,0,1,6.23307,
17180,311.382,-8467.52,-7803.45,0,1,6.23556,
17190,309.111,-8463.62,-7804.39,0,1,6.23805,
17200,301.169,-8447.08,-7804.78,0,1,6.24053,
17210,322.366,-8494.82,-7807.32,0,1,6.24301,
17220,325.318,-8504.29,-7810.49,0,1,6.24549,
17230,313.08,-8479.87,-7812.17,0,1,6.24797,
17240,289.906,-8432.15,-7813.87,0,1,6.25045,
17250,285.632,-8421.82,-7812.66,0,1,6.25292,
17260,281.87,-8412.21,-7811.08,0,1,6.25539,
17270,300.328,-8451.45,-7810.95,0,1,6.25787,
17280,313.04,-8478.95,-7811.33,0,1,6.26033,
17290,318.833,-8492.72,-7812.75,0,1,6.2628,
17300,316.08,-8488.74,-7814.65,0,1,6.26527,
17310,297.346,-8449.41,-7815.27,0,1,6.26773,
17320,296.505,-8447.77,-7815.42,0,1,6.27019,
17330,290.658,-8436.08,-7816.2,0,1,6.27265,
17340,297.077,-8448.23,-7814.66,0,1,6.27511,
17350,305.215,-8466.05,-7815.12,-1,0,6.27756,
17360,297.618,-8450.46,-7815.73,-1,0,6.28002,
17370,279.524,-8410.5,-7814.37,-1,0,6.28247,
17380,288.498,-8427,-7811.73,-1,0,6.28492,
17390,294.288,-8438.73,-7811.11,-1,0,6.28737,
17400,286.302,-8420.73,-7810.14,-1,0,6.28981,
17410,287.457,-8422.57,-7809.51,-1,0,6.29226,
17420,301.277,-8451.86,-7809.34,-1,0,6.2947,
17430,294.29,-8437.59,-7809.97,-1,0,6.29714,
17440,295.459,-8439.16,-7809.04,-1,0,6.29958,
17450,309.099,-8468.96,-7809.75,-1,0,6.30202,
17460,291.224,-8431.24,-7810.16,-1,0,6.30445,
17470,303.158,-8455.58,-7809.05,-1,0,6.30688,
17480,307.19,-8464.66,-7809.52,-1,0,6.30931,
17490,303.174,-8457.27,-7810.7,-1,0,6.31174,
17500,293.452,-8436.43,-7810.6,-1,0,6.31417,
17510,308.604,-8468.57,-7810.42,-1,0,6.3166,
17520,306.237,-8464.94,-7811.84,-1,0,6.31902,
17530,298.676,-8448.85,-7811.88,-1,0,6.32144,
17540,280.387,-8408.5,-7810.53,-1,0,6.32386,
17550,259.447,-8359.87,-7806.55,-1,0,6.32628,
17560,290.496,-8424.45,-7804.92,-1,0,6.3287,
17570,313.925,-8474.47,-7804.97,-1,0,6.33111,
17580,319.625,-8489.18,-7807.53,-1,0,6.33352,
17590,304.746,-8459.74,-7809.82,-1,0,6.33593,
17600,305.523,-8463.74,-7812.16,-1,0,6.33834,
17610,304.396,-8464.21,-7815.03,-1,0,6.34075,
17620,297.582,-8449.7,-7815.05,-1,0,6.34315,
17630,294.257,-8442.73,-7815.18,-1,0,6.34555,
17640,290.096,-8432.68,-7814,-1,0,6.34795,
17650,282.505,-8416.68,-7814.19,-1,0,6.35035,
17660,269.503,-8386.05,-7811.29,-1,0,6.35275,
17670,296.511,-8441.82,-7809.46,-1,0,6.35514,
17680,288.959,-8425.14,-7808.89,-1,0,6.35754,
17690,270.43,-8383.36,-7806.62,-1,0,6.35993,
17700,271.608,-8382.97,-7803.72,-1,0,6.36232,
17710,295.514,-8432.81,-7802.58,-1,0,6.3647,
17720,307.092,-8458.04,-7803.12,-1,0,6.36709,
17730,309.635,-8464.86,-7804.51,-1,0,6.36947,
17740,290.035,-8422.3,-7803.75,-1,0,6.37185,
17750,291.377,-8424.13,-7802.72,-1,0,6.37423,
17760,299.294,-8440.59,-7802.3,-1,0,6.37661,
17770,310.87,-8465.66,-7802.68,-1,0,6.37899,
17780,297.33,-8437.72,-7803.62,-1,0,6.38136,
17790,276.742,-8391.31,-7801.11,-1,0,6.38373,
17800,276.019,-8387.84,-7799.18,-1,0,6.3861,
17810,274.674,-8382.53,-7796.74,-1,0,6.38847,
17820,308.172,-8452.84,-7795.61,-1,0,6.39084,
17830,312.309,-8462.65,-7796.6,-1,0,6.3932,
17840,306.433,-8451.04,-7797.52,-1,0,6.39556,
17850,296.987,-8430.81,-7797.43,-1,0,6.39792,
17860,302.399,-8442.08,-7797.17,-1,0,6.40028,
17870,297.073,-8431.17,-7797.61,-1,0,6.40264,
17880,281.953,-8398.71,-7797.4,-1,0,6.40499,
17890,265.686,-8361.67,-7795.05,-1,0,6.40735,
17900,276.625,-8381.52,-7791.57,-1,0,6.4097,
17910,286.168,-8399.1,-7788.79,-1,0,6.41205,
17920,289.858,-8406.26,-7788.09,-1,0,6.41439,
17930,295.529,-8417.81,-7787.55,-1,0,6.41674,
17940,293.708,-8413.82,-7787.44,-1,0,6.41908,
17950,270.656,-8363.63,-7786.41,-1,0,6.42142,
17960,266.009,-8349.36,-7782.05,-1,0,6.42376,
17970,304.781,-8430.21,-7780.21,-1,0,6.4261,
17980,307.696,-8437.21,-7781,-1,0,6.42844,
17990,296.345,-8412.18,-7780.18,-1,0,6.43077,
18000,297.494,-8414.94,-7780.48,-1,0,6.4331,
18010,298.765,-8417.35,-7780.18,-1,0,6.43543,
18020,303.379,-8427.89,-7780.88,-1,0,6.43776,
18030,283.373,-8384.44,-7780.09,-1,0,6.44008,
18040,275.096,-8364.7,-7778.01,-1,0,6.44241,
18050,274.321,-8362.39,-7777.36,-1,0,6.44473,
18060,271.706,-8353.77,-7774.31,-1,0,6.44705,
18070,310.071,-8435,-7773.72,-1,0,6.44937,
18080,307.853,-8431.94,-7775.39,-1,0,6.45168,
18090,280.892,-8375.6,-7776.55,-1,0,6.454,
18100,302.08,-8420.45,-7776.22,-1,0,6.45631,
18110,285.925,-8386,-7776.22,-1,0,6.45862,
18120,279.739,-8370.43,-7773.84,-1,0,6.46093,
18130,300.277,-8415.44,-7775.05,-1,0,6.46323,
18140,288.343,-8392.39,-7777.45,-1,0,6.46554,
18150,294.25,-8404.7,-7777.16,-1,0,6.46784,
18160,305.46,-8427.69,-7776.24,-1,0,6.47014,
18170,287.926,-8390.58,-7776.53,-1,0,6.47244,
18180,280.161,-8371.8,-7774.31,-1,0,6.47474,
18190,279.763,-8369.05,-7772.4,-1,0,6.47703,
18200,290.867,-8391.09,-7770.77,-1,0,6.47932,
18210,300.018,-8410.36,-7770.52,-1,0,6.48161,
18220,302.402,-8415.3,-7770.37,-1,0,6.4839,
18230,305.897,-8423.41,-7771.03,-1,0,6.48619,
18240,311.368,-8436.08,-7772.03,-1,0,6.48847,
18250,295.094,-8402.64,-7773.3,-1,0,6.49076,
18260,300.528,-8414.76,-7773.83,-1,0,6.49304,
18270,300.815,-8415.82,-7774.28,-1,0,6.49532,
18280,305.064,-8425.89,-7775.29,-1,0,6.49759,
18290,305.445,-8428.46,-7777.04,-1,0,6.49987,
18300,310.215,-8439.82,-7778.23,-1,0,6.50214,
18310,309.298,-8439.63,-7780,-1,0,6.50441,
18320,312.227,-8447.19,-7781.31,-1,0,6.50668,
18330,318.667,-8462.93,-7783.32,-1,0,6.50895,
18340,319.189,-8466.08,-7785.36,-1,0,6.51122,
18350,317.088,-8463.88,-7787.64,-1,0,6.51348,
18360,307.519,-8444.89,-7789.05,-1,0,6.51574,
18370,327.537,-8490.93,-7792.41,-1,0,6.518,
18380,320.713,-8478.45,-7794.47,-1,0,6.52026,
18390,310.098,-8458.45,-7797.12,-1,0,6.52251,
18400,274.645,-8381.6,-7795.87,-1,0,6.52477,
18410,278.423,-8386.21,-7792.42,-1,0,6.52702,
18420,294.458,-8419.48,-7791.5,-1,0,6.52927,
18430,288.235,-8405.58,-7790.87,-1,0,6.53152,
18440,283.801,-8393.55,-7788.29,-1,0,6.53376,
18450,280.235,-8385.13,-7787.48,-1,0,6.536,
18460,284.235,-8390.89,-7784.71,-1,0,6.53825,
18470,310.891,-8447.07,-7784.04,-1,0,6.54049,
18480,305.093,-8436.03,-7785.37,-1,0,6.54272,
18490,294.252,-8412.12,-7784.57,-1,0,6.54496,
18500,292.121,-8407.6,-7784.6,-1,0,6.54719,
18510,276.02,-8372.4,-7783.74,-1,0,6.54943,
18520,297.781,-8417.44,-7782.37,-1,0,6.55166,
18530,306.08,-8435.98,-7783.21,-1,0,6.55388,
18540,310.485,-8446.01,-7783.85,-1,0,6.55611,
18550,301.064,-8427.06,-7784.99,-1,0,6.55833,
18560,299.522,-8423.63,-7784.84,-1,0,6.56056,
18570,325.149,-8479.45,-7786.02,-1,0,6.56278,
18580,331.242,-8495.21,-7788.78,-1,0,6.565,
18590,325.762,-8486.06,-7791.31,-1,0,6.56721,
18600,320.888,-8477.89,-7793.54,-1,0,6.56943,
18610,314.732,-8467.06,-7795.84,-1,0,6.57164,
18620,308.995,-8457.02,-7798.04,-1,0,6.57385,
18630,309.981,-8459.36,-7798.27,-1,0,6.57606,
18640,290.937,-8419.82,-7799.35,-1,0,6.57826,
18650,280.049,-8394.8,-7797.54,-1,0,6.58047,
18660,284.375,-8402.84,-7796.36,-1,0,6.58267,
18670,280.638,-8391.94,-7793.43,-1,0,6.58487,
18680,299.635,-8430.96,-7791.94,-1,0,6.58707,
18690,308.32,-8450.2,-7792.66,-1,0,6.58926,
18700,316.767,-8469.48,-7793.92,-1,0,6.59146,
18710,314.265,-8466.34,-7796.11,-1,0,6.59365,
18720,313.356,-8466.04,-7797.76,-1,0,6.59584,
18730,293.586,-8424.76,-7798.64,-1,0,6.59803,
18740,290.749,-8418.4,-7798.32,-1,0,6.60022,
18750,277.163,-8388.8,-7797.7,-1,0,6.6024,
18760,277.956,-8388.91,-7796.12,-1,0,6.60458,
18770,285.867,-8403.51,-7793.85,-2,-1,6.60676,
18780,279.613,-8388.26,-7791.94,-2,-1,6.60894,
18790,283.775,-8395.51,-7790.31,-2,-1,6.61112,
18800,292.687,-8413.05,-7788.85,-2,-1,6.61329,
18810,291.34,-8409.41,-7788.08,-2,-1,6.61547,
18820,302.313,-8432.24,-7787.51,-2,-1,6.61764,
18830,311.201,-8452.79,-7789.1,-2,-1,6.61981,
18840,297.357,-8423.16,-7789,-2,-1,6.62197,
18850,300.328,-8429.05,-7788.54,-2,-1,6.62414,
18860,306.544,-8442.8,-7789.04,-2,-1,6.6263,
18870,295.156,-8421.43,-7791.96,-2,-1,6.62846,
18880,306.682,-8448.3,-7794.25,-2,-1,6.63062,
18890,317.846,-8475.55,-7797.68,-2,-1,6.63278,
18900,300.651,-8440.83,-7799.64,-2,-1,6.63493,
18910,281.645,-8399.15,-7798.49,-2,-1,6.63708,
18920,285.12,-8404.95,-7796.88,-2,-1,6.63923,
18930,304.408,-8445.48,-7796.28,-2,-1,6.64138,
18940,315.779,-8471.45,-7797.99,-2,-1,6.64353,
18950,300.757,-8440.09,-7798.67,-2,-1,6.64567,
18960,306.244,-8452.24,-7799.12,-2,-1,6.64782,
18970,293.104,-8425.08,-7799.98,-2,-1,6.64996,
18980,291.131,-8419.53,-7798.65,-2,-1,6.6521,
18990,292.776,-8422.32,-7797.92,-2,-1,6.65423,
19000,277.65,-8388.49,-7796.35,-2,-1,6.65637,
19010,292.864,-8419.54,-7794.96,-2,-1,6.6585,
19020,307.104,-8449.11,-7794.16,-2,-1,6.66063,
19030,302.571,-8441.45,-7796.16,-2,-1,6.66276,
19040,292.011,-8418.46,-7795.7,-2,-1,6.66489,
19050,295.648,-8425.68,-7795.16,-2,-1,6.66701,
19060,281.963,-8395.13,-7793.79,-2,-1,6.66913,
19070,279.524,-8388.66,-7792.52,-2,-1,6.67126,
19080,267.018,-8359.38,-7789.91,-2,-1,6.67337,
19090,282.375,-8391.22,-7789,-2,-1,6.67549,
19100,295.575,-8419.49,-7789.12,-2,-1,6.67761,
19110,297.771,-8424.75,-7789.7,-2,-1,6.67972,
19120,326.984,-8488.18,-7790.83,-2,-1,6.68183,
19130,327.562,-8493.29,-7794.71,-2,-1,6.68394,
19140,310.084,-8458.35,-7797.04,-2,-1,6.68604,
19150,299.217,-8435.56,-7797.43,-2,-1,6.68815,
19160,300.532,-8439.31,-7798.38,-2,-1,6.69025,
19170,295.943,-8429.07,-7797.92,-2,-1,6.69235,
19180,302.495,-8443.87,-7798.75,-2,-1,6.69445,
19190,299.544,-8438.64,-7799.81,-2,-1,6.69655,
19200,278.7,-8393.53,-7799.16,-2,-1,6.69864,
19210,280.006,-8394.15,-7796.99,-2,-1,6.70073,
19220,302.453,-8440.61,-7795.58,-2,-1,6.70283,
19230,321.119,-8481.75,-7796.91,-2,-1,6.70491,
19240,305.581,-8450.11,-7798.4,-2,-1,6.707,
19250,289.13,-8414.22,-7797.6,-2,-1,6.70908,
19260,275.791,-8383.54,-7795.37,-2,-1,6.71117,
19270,282.823,-8396.17,-7793,-2,-1,6.71325,
19280,277.826,-8383.59,-7791.08,-2,-1,6.71533,
19290,276.313,-8378.04,-7788.76,-2,-1,6.7174,
19300,291.591,-8408.74,-7786.87,-2,-1,6.71948,
19310,300.584,-8427.9,-7786.86,-2,-1,6.72155,
19320,283.319,-8389.87,-7785.65,-2,-1,6.72362,
19330,287.958,-8397.86,-7783.74,-3,-2,6.72569,
19340,294.906,-8410.72,-7781.78,-3,-2,6.72775,
19350,301.188,-8423.89,-7781.56,-3,-2,6.72982,
19360,315.138,-8455.56,-7783.47,-3,-2,6.73188,
19370,285.363,-8391.3,-7782.72,-3,-2,6.73394,
19380,305.231,-8433.38,-7782.43,-3,-2,6.736,
19390,308.67,-8440.95,-7782.66,-3,-2,6.73806,
19400,318.019,-8462.68,-7784.45,-3,-2,6.74011,
19410,302.75,-8431.31,-7785.65,-3,-2,6.74216,
19420,309.804,-8447.96,-7787.25,-3,-2,6.74421,
19430,302.14,-8432.52,-7788.15,-3,-2,6.74626,
19440,299.39,-8427.38,-7788.88,-3,-2,6.74831,
19450,299.68,-8428.17,-7789.05,-3,-2,6.75035,
19460,320.385,-8472.82,-7789.55,-3,-2,6.75239,
19470,324.118,-8483.58,-7792.34,-3,-2,6.75443,
19480,302.772,-8440.12,-7794.41,-3,-2,6.75647,
19490,302.111,-8440.46,-7796.15,-3,-2,6.75851,
19500,283.948,-8401.44,-7795.87,-3,-2,6.76054,
19510,301.653,-8439.66,-7796.33,-3,-2,6.76257,
19520,301.468,-8440.34,-7797.41,-3,-2,6.7646,
19530,304.411,-8448.36,-7799.15,-3,-2,6.76663,
19540,286.908,-8411.1,-7799.22,-3,-2,6.76866,
19550,278.679,-8392.58,-7798.25,-3,-2,6.77068,
19560,276.642,-8386.82,-7796.83,-3,-2,6.7727,
19570,304.106,-8444.66,-7796.1,-3,-2,6.77472,
19580,295.39,-8425.83,-7795.86,-3,-2,6.77674,
19590,299.339,-8433.51,-7795.12,-3,-2,6.77875,
19600,303.502,-8443.32,-7796.05,-3,-2,6.78077,
19610,294.574,-8423.36,-7795.13,-3,-2,6.78278,
19620,294.791,-8424.49,-7795.8,-3,-2,6.78479,
19630,304.837,-8446.25,-7796.14,-3,-2,6.7868,
19640,305.244,-8447.97,-7796.98,-3,-2,6.7888,
19650,273.814,-8379.55,-7795.59,-3,-2,6.7908,
19660,265.619,-8358.98,-7792.5,-3,-2,6.79281,
19670,274.798,-8375.82,-7789.76,-3,-2,6.79481,
19680,287.446,-8400.78,-7787.75,-3,-2,6.7968,
19690,277.029,-8377.18,-7786.37,-3,-2,6.7988,
19700,285.682,-8393.03,-7783.76,-3,-2,6.80079,
19710,301.589,-8426.11,-7782.92,-3,-2,6.80278,
19720,313.696,-8452.94,-7783.93,-3,-2,6.80477,
19730,317.723,-8463.77,-7786.17,-3,-2,6.80676,
19740,309.53,-8447.78,-7787.65,-3,-2,6.80874,
19750,314.106,-8459.6,-7789.72,-3,-2,6.81073,
19760,319.558,-8473.33,-7791.82,-3,-2,6.81271,
19770,293.999,-8420.39,-7793.39,-3,-2,6.81469,
19780,282.543,-8395.07,-7792.5,-3,-2,6.81666,
19790,273.424,-8372.95,-7789.83,-3,-2,6.81864,
19800,296.328,-8419.5,-7787.53,-3,-2,6.82061,
