step,T,Epot,Efull,SolventMolsThroughZ,SolventMolsThroughKlap,G,
83380,309.805,-8420.52,-7759.81,4,5,-7.63422,
83390,305.209,-8411.72,-7760.81,4,5,-7.63482,
83400,317.485,-8438.67,-7761.58,4,5,-7.63541,
83410,287.647,-8375.33,-7761.87,4,5,-7.63599,
83420,304.856,-8411.94,-7761.79,4,5,-7.63658,
83430,268.945,-8333.9,-7760.33,4,5,-7.63716,
83440,285.256,-8366.59,-7758.24,4,5,-7.63774,
83450,295.142,-8386.35,-7756.91,4,5,-7.63832,
83460,297.485,-8391.83,-7757.39,4,5,-7.6389,
83470,307.381,-8413.05,-7757.51,4,5,-7.63947,
83480,282.113,-8358.79,-7757.14,4,5,-7.64004,
83490,299.75,-8395.1,-7755.83,4,5,-7.64061,
83500,292.835,-8379.14,-7754.62,4,5,-7.64118,
83510,309.868,-8417.16,-7756.31,4,5,-7.64174,
83520,271.338,-8333.47,-7754.79,4,5,-7.64231,
83530,295.239,-8382.77,-7753.13,4,5,-7.64287,
83540,284.715,-8360.09,-7752.89,4,5,-7.64342,
83550,305.796,-8404.6,-7752.44,4,5,-7.64398,
83560,304.252,-8402.34,-7753.47,4,5,-7.64453,
83570,291.385,-8374.21,-7752.78,3,4,-7.64508,
83580,297.863,-8388.73,-7753.48,3,4,-7.64563,
83590,283.313,-8355.93,-7751.72,3,4,-7.64618,
83600,301.405,-8393.65,-7750.85,3,4,-7.64672,
83610,282.777,-8352.69,-7749.62,3,4,-7.64726,
83620,299.656,-8388.03,-7748.96,3,4,-7.6478,
83630,305.728,-8400.1,-7748.08,3,4,-7.64834,
83640,314.919,-8421,-7749.38,3,4,-7.64887,
83650,290.9,-8370.52,-7750.13,3,4,-7.64941,
83660,281.131,-8349.13,-7749.57,3,4,-7.64994,
83670,285.69,-8356.63,-7747.34,3,4,-7.65046,
83680,294.365,-8373.89,-7746.1,3,4,-7.65099,
83690,311.995,-8411.59,-7746.21,3,4,-7.65151,
83700,299.397,-8385.33,-7746.81,3,4,-7.65203,
83710,296.128,-8378.7,-7747.16,3,4,-7.65255,
83720,300.463,-8388.8,-7748.01,3,4,-7.65307,
83730,294.858,-8375.89,-7747.06,3,4,-7.65358,
83740,312.834,-8414.99,-7747.82,3,4,-7.65409,
83750,313.407,-8417.94,-7749.55,3,4,-7.6546,
83760,300.682,-8392.19,-7750.93,3,4,-7.65511,
83770,300.639,-8391.47,-7750.31,3,4,-7.65561,
83780,295.658,-8381.43,-7750.89,3,4,-7.65612,
83790,311.327,-8414.94,-7750.98,3,4,-7.65662,
83800,290.674,-8372.44,-7752.53,3,4,-7.65712,
83810,297.587,-8385.26,-7750.61,3,4,-7.65761,
83820,283.527,-8355.66,-7750.99,3,4,-7.6581,
83830,308.172,-8407.57,-7750.34,3,4,-7.6586,
83840,284.902,-8358.84,-7751.24,3,4,-7.65908,
83850,318.46,-8429.46,-7750.29,3,4,-7.65957,
83860,294.634,-8379.68,-7751.32,3,4,-7.66005,
83870,324.068,-8443.7,-7752.57,3,4,-7.66054,
83880,277.73,-8344.85,-7752.54,3,4,-7.66102,
83890,291.66,-8372.08,-7750.06,3,4,-7.66149,
83900,308.551,-8408.74,-7750.71,3,4,-7.66197,
83910,290.866,-8370.54,-7750.22,3,4,-7.66244,
83920,308.758,-8408.53,-7750.05,3,4,-7.66291,
83930,309.009,-8410.24,-7751.22,3,4,-7.66338,
83940,295,-8380.34,-7751.21,3,4,-7.66384,
83950,281.387,-8350.39,-7750.29,3,4,-7.66431,
83960,277.953,-8340.68,-7747.9,3,4,-7.66477,
83970,309.025,-8406.56,-7747.51,3,4,-7.66523,
83980,294.432,-8375.21,-7747.28,3,4,-7.66568,
83990,316.822,-8423.74,-7748.06,3,4,-7.66614,
84000,294.185,-8375.86,-7748.45,3,4,-7.66659,
84010,316.301,-8424.11,-7749.54,3,4,-7.66704,
84020,306.248,-8403.92,-7750.79,3,4,-7.66749,
84030,320.497,-8437.86,-7754.35,3,4,-7.66793,
84040,297.894,-8390.57,-7755.26,3,4,-7.66837,
84050,290.076,-8373.57,-7754.93,3,4,-7.66881,
84060,293.063,-8378.72,-7753.71,3,4,-7.66925,
84070,299.069,-8391.72,-7753.9,3,4,-7.66969,
84080,300.458,-8394.37,-7753.59,3,4,-7.67012,
84090,309.509,-8415.49,-7755.41,3,4,-7.67055,
84100,293.379,-8382.72,-7757.04,3,4,-7.67098,
84110,291.072,-8378.12,-7757.36,3,4,-7.67141,
84120,301.629,-8399.89,-7756.62,3,4,-7.67183,
84130,292.97,-8381.35,-7756.54,3,4,-7.67225,
84140,295.841,-8387.24,-7756.31,3,4,-7.67267,
84150,323.728,-8447.12,-7756.72,3,4,-7.67309,
84160,315.454,-8432.08,-7759.32,3,4,-7.6735,
84170,307.789,-8418.14,-7761.72,3,4,-7.67392,
84180,275.369,-8346.25,-7758.98,3,4,-7.67433,
84190,318.219,-8438.05,-7759.39,3,4,-7.67474,
84200,276.455,-8348.76,-7759.17,3,4,-7.67514,
84210,315.259,-8431.67,-7759.32,3,4,-7.67554,
84220,290.992,-8379.65,-7759.06,3,4,-7.67595,
84230,294.669,-8387.69,-7759.26,3,4,-7.67634,
84240,279.722,-8353.53,-7756.98,3,4,-7.67674,
84250,297.725,-8392.37,-7757.42,3,4,-7.67714,
84260,282.476,-8357.5,-7755.07,3,4,-7.67753,
84270,306.545,-8409.49,-7755.73,3,4,-7.67792,
84280,302.068,-8399.18,-7754.97,3,4,-7.6783,
84290,329.971,-8462.4,-7758.68,3,4,-7.67869,
84300,280.393,-8358.44,-7760.46,3,4,-7.67907,
84310,303.585,-8408.16,-7760.71,3,4,-7.67945,
84320,290.103,-8378.02,-7759.32,3,4,-7.67983,
84330,311.319,-8424.18,-7760.24,3,4,-7.68021,
84340,276.409,-8347.82,-7758.33,3,4,-7.68058,
84350,306.512,-8411.17,-7757.48,3,4,-7.68095,
84360,283.56,-8361.89,-7757.15,3,4,-7.68132,
84370,324.767,-8450.56,-7757.94,3,4,-7.68168,
84380,280.495,-8355.58,-7757.38,3,4,-7.68205,
84390,312.335,-8423.61,-7757.5,3,4,-7.68241,
84400,296.262,-8389.05,-7757.22,3,4,-7.68277,
84410,299.797,-8397.26,-7757.89,3,4,-7.68313,
84420,286.994,-8368.68,-7756.62,3,4,-7.68348,
84430,298.759,-8393.59,-7756.43,3,4,-7.68384,
84440,325.665,-8451.68,-7757.14,3,4,-7.68419,
84450,306.96,-8414.85,-7760.21,3,4,-7.68453,
84460,275.125,-8346.55,-7759.8,3,4,-7.68488,
84470,274.305,-8341.93,-7756.93,3,4,-7.68522,
84480,309.939,-8417.09,-7756.09,3,4,-7.68556,
84490,305.626,-8408.68,-7756.88,3,4,-7.6859,
84500,302.961,-8404.27,-7758.15,3,4,-7.68624,
84510,282.614,-8359.32,-7756.59,3,4,-7.68657,
84520,288.237,-8370.88,-7756.17,3,4,-7.6869,
84530,302.412,-8399.37,-7754.43,3,4,-7.68723,
84540,286.649,-8365.03,-7753.7,3,4,-7.68756,
84550,305.077,-8403.61,-7752.98,3,4,-7.68789,
84560,279.858,-8350.06,-7753.22,3,4,-7.68821,
84570,302.91,-8397.67,-7751.66,3,4,-7.68853,
84580,301.896,-8396.57,-7752.72,3,4,-7.68885,
84590,299.259,-8390.92,-7752.7,3,4,-7.68916,
84600,298.852,-8389.5,-7752.15,3,4,-7.68948,
84610,293.641,-8378.98,-7752.74,3,4,-7.68979,
84620,292.017,-8374.72,-7751.94,3,4,-7.6901,
84630,309.62,-8413.52,-7753.2,3,4,-7.6904,
84640,300.667,-8394.58,-7753.36,3,4,-7.69071,
84650,288.753,-8369.05,-7753.23,3,4,-7.69101,
84660,292.816,-8376.26,-7751.78,3,4,-7.69131,
84670,293.861,-8378.68,-7751.97,3,4,-7.6916,
84680,270.779,-8325.87,-7748.39,3,4,-7.6919,
84690,308.898,-8407.09,-7748.31,3,4,-7.69219,
84700,300.92,-8391.08,-7749.31,3,4,-7.69248,
84710,303.793,-8397.2,-7749.31,3,4,-7.69277,
84720,275.799,-8336.31,-7748.12,3,4,-7.69306,
84730,307.096,-8402.14,-7747.2,3,4,-7.69334,
84740,298.179,-8382.99,-7747.07,3,4,-7.69362,
84750,301.934,-8392.22,-7748.29,3,4,-7.6939,
84760,285.991,-8356.84,-7746.92,3,4,-7.69417,
84770,293.803,-8371.95,-7745.36,3,4,-7.69445,
84780,312.088,-8410.89,-7745.31,3,4,-7.69472,
84790,307.225,-8401.12,-7745.91,3,4,-7.69499,
84800,310.07,-8409.42,-7748.15,3,4,-7.69526,
84810,274.915,-8333.73,-7747.43,3,4,-7.69552,
84820,307.032,-8400.37,-7745.57,3,4,-7.69578,
84830,279.408,-8341.91,-7746.03,3,4,-7.69604,
84840,331.844,-8454.09,-7746.37,3,4,-7.6963,
84850,278.996,-8343.49,-7748.48,3,4,-7.69656,
84860,287.375,-8359.74,-7746.86,3,4,-7.69681,
84870,295.232,-8376.51,-7746.88,3,4,-7.69706,
84880,313.467,-8417.18,-7748.66,3,4,-7.69731,
84890,311.26,-8414.83,-7751.02,3,4,-7.69756,
84900,280.913,-8350.36,-7751.26,3,4,-7.6978,
84910,282.992,-8352.28,-7748.75,3,4,-7.69804,
84920,307.271,-8403.51,-7748.2,3,4,-7.69828,
84930,312.623,-8416.68,-7749.96,3,4,-7.69852,
84940,288.901,-8365.02,-7748.89,3,4,-7.69875,
84950,293.673,-8374.96,-7748.65,3,4,-7.69898,
84960,274.131,-8331.34,-7746.71,3,4,-7.69921,
84970,284.128,-8350.61,-7744.66,3,4,-7.69944,
84980,314.947,-8416.35,-7744.67,3,4,-7.69967,
84990,314.677,-8417.96,-7746.85,3,4,-7.69989,
85000,307.864,-8405.26,-7748.69,3,4,-7.70011,
85010,281.996,-8350.12,-7748.71,3,4,-7.70033,
85020,299.663,-8386.56,-7747.47,3,4,-7.70055,
85030,303.618,-8394.86,-7747.34,3,4,-7.70076,
85040,312.912,-8416.42,-7749.08,3,4,-7.70097,
85050,279.539,-8344.03,-7747.87,3,4,-7.70118,
85060,291.927,-8369.03,-7746.45,3,4,-7.70139,
85070,276.416,-8332.96,-7743.45,3,4,-7.70159,
85080,305.134,-8394.09,-7743.34,3,4,-7.70179,
85090,298.086,-8379.76,-7744.04,4,5,-7.70199,
85100,310.385,-8406.84,-7744.89,4,5,-7.70219,
85110,279.565,-8341.21,-7744.98,4,5,-7.70239,
85120,286.58,-8355.49,-7744.31,4,5,-7.70258,
85130,285.755,-8354.48,-7745.06,4,5,-7.70277,
85140,313.253,-8414.26,-7746.19,4,5,-7.70296,
85150,301.941,-8390.85,-7746.91,4,5,-7.70315,
85160,310.921,-8410.29,-7747.2,4,5,-7.70333,
85170,274.69,-8332.42,-7746.6,4,5,-7.70351,
85180,337.887,-8468.82,-7748.22,4,5,-7.70369,
85190,296.683,-8383.17,-7750.45,4,5,-7.70387,
85200,315.763,-8423.95,-7750.53,4,5,-7.70404,
85210,294.46,-8379.41,-7751.42,4,5,-7.70421,
85220,320.24,-8436.23,-7753.27,4,5,-7.70438,
85230,292.78,-8377.91,-7753.51,4,5,-7.70455,
85240,312.637,-8421,-7754.25,4,5,-7.70472,
85250,272.372,-8334.6,-7753.72,4,5,-7.70488,
85260,290.837,-8372.02,-7751.76,4,5,-7.70504,
85270,282.577,-8352.93,-7750.29,4,5,-7.7052,
85280,327.181,-8449.08,-7751.31,4,5,-7.70535,
85290,306.38,-8407.12,-7753.71,4,5,-7.70551,
85300,319.853,-8436.94,-7754.8,4,5,-7.70566,
85310,281.307,-8354.32,-7754.38,4,5,-7.70581,
85320,327.097,-8452.2,-7754.6,4,5,-7.70595,
85330,282.68,-8357.82,-7754.96,4,5,-7.7061,
85340,324.396,-8446.78,-7754.95,4,5,-7.70624,
85350,284.043,-8361.41,-7755.64,4,5,-7.70638,
85360,302.197,-8399.11,-7754.62,4,5,-7.70652,
85370,284.238,-8360.29,-7754.1,4,5,-7.70665,
85380,303.625,-8401.64,-7754.11,4,5,-7.70679,
85390,276.278,-8341.32,-7752.11,4,5,-7.70692,
85400,332.211,-8462.03,-7753.53,4,5,-7.70704,
85410,303.997,-8404.45,-7756.12,4,5,-7.70717,
85420,292.402,-8379.48,-7755.88,4,5,-7.70729,
85430,300.8,-8396.38,-7754.88,4,5,-7.70742,
85440,316.288,-8430.85,-7756.31,4,5,-7.70753,
85450,319.315,-8438.98,-7757.99,4,5,-7.70765,
85460,292.035,-8381.85,-7759.03,4,5,-7.70777,
85470,284.052,-8363.71,-7757.92,4,5,-7.70788,
85480,283.537,-8361.28,-7756.59,4,5,-7.70799,
85490,295.07,-8384.45,-7755.16,4,5,-7.70809,
85500,307.25,-8411.35,-7756.09,4,5,-7.7082,
85510,301.078,-8399.38,-7757.28,4,5,-7.7083,
85520,305.303,-8408.98,-7757.87,4,5,-7.7084,
85530,301.897,-8401.88,-7758.03,4,5,-7.7085,
85540,310.978,-8422.06,-7758.85,4,5,-7.7086,
85550,299.07,-8397.27,-7759.46,4,5,-7.70869,
85560,307.134,-8414.46,-7759.44,4,5,-7.70878,
85570,298.953,-8398.33,-7760.76,4,5,-7.70887,
85580,287.99,-8373.78,-7759.59,4,5,-7.70896,
85590,315.064,-8430.85,-7758.92,4,5,-7.70904,
85600,307.274,-8416.13,-7760.81,4,5,-7.70912,
85610,284.422,-8365.58,-7759,4,5,-7.7092,
85620,298.072,-8394.68,-7758.99,4,5,-7.70928,
85630,310.207,-8420.75,-7759.18,4,5,-7.70935,
85640,285.58,-8368.57,-7759.52,4,5,-7.70943,
85650,268.725,-8329.42,-7756.31,4,5,-7.7095,
85660,291.64,-8376.41,-7754.43,4,5,-7.70956,
85670,300.446,-8394.42,-7753.67,4,5,-7.70963,
85680,296.858,-8387.02,-7753.92,4,5,-7.70969,
85690,297.635,-8387.65,-7752.89,4,5,-7.70975,
85700,332.702,-8464.85,-7755.3,4,5,-7.70981,
85710,296.425,-8389.54,-7757.36,4,5,-7.70987,
85720,289.517,-8374.63,-7757.18,4,5,-7.70992,
85730,294.092,-8383.63,-7756.42,4,5,-7.70997,
85740,316.274,-8432.64,-7758.13,4,5,-7.71002,
85750,294.055,-8385.94,-7758.82,4,5,-7.71007,
85760,302.805,-8404.41,-7758.62,4,5,-7.71011,
85770,283.859,-8362.56,-7757.19,4,5,-7.71016,
85780,316.306,-8431.29,-7756.71,4,5,-7.7102,
85790,296.672,-8389.7,-7757,4,5,-7.71024,
85800,306.226,-8410.53,-7757.45,4,5,-7.71027,
85810,315.215,-8430.98,-7758.74,4,5,-7.7103,
85820,300.142,-8399.94,-7759.84,4,5,-7.71033,
85830,294.071,-8388.25,-7761.1,4,5,-7.71036,
85840,305.346,-8412.96,-7761.76,4,5,-7.71039,
85850,304.251,-8411.01,-7762.14,4,5,-7.71041,
85860,300.318,-8403,-7762.52,4,5,-7.71043,
85870,293.333,-8387.82,-7762.24,4,5,-7.71045,
85880,274.697,-8346.02,-7760.18,4,5,-7.71047,
85890,307.048,-8413.63,-7758.8,4,5,-7.71049,
85900,306.301,-8413.68,-7760.44,4,5,-7.7105,
85910,271.878,-8339.83,-7760.01,4,5,-7.71051,
85920,293.312,-8384.78,-7759.24,4,5,-7.71052,
85930,270.984,-8335.45,-7757.53,4,5,-7.71052,
85940,291.503,-8377.22,-7755.54,4,5,-7.71052,
85950,303.035,-8400.7,-7754.42,4,5,-7.71052,
85960,314.831,-8427.6,-7756.17,4,5,-7.71052,
85970,294.749,-8385.48,-7756.88,4,5,-7.71052,
85980,308.395,-8416.23,-7758.53,4,5,-7.71051,
85990,283.645,-8362.54,-7757.62,4,5,-7.7105,
86000,317.47,-8435.39,-7758.33,4,5,-7.71049,
86010,284.989,-8366.09,-7758.3,4,5,-7.71048,
86020,308.796,-8417.31,-7758.75,4,5,-7.71046,
86030,314.763,-8431.2,-7759.91,4,5,-7.71045,
86040,306.355,-8414.55,-7761.2,4,5,-7.71043,
86050,310.488,-8424.92,-7762.75,4,5,-7.7104,
86060,283.443,-8367.48,-7762.99,4,5,-7.71038,
86070,276.816,-8350.36,-7760,4,5,-7.71035,
86080,299.03,-8396.42,-7758.69,4,5,-7.71032,
86090,310.014,-8420.16,-7759,4,5,-7.71029,
86100,304.892,-8410.02,-7759.78,4,5,-7.71026,
86110,297.5,-8394.55,-7760.08,4,5,-7.71022,
86120,290.239,-8378.16,-7759.18,4,5,-7.71018,
86130,312.418,-8425.74,-7759.45,4,5,-7.71014,
86140,304.189,-8409.26,-7760.52,4,5,-7.7101,
86150,316.093,-8436.05,-7761.93,4,5,-7.71005,
86160,286.396,-8372.1,-7761.31,4,5,-7.71,
86170,303.219,-8407.16,-7760.49,4,5,-7.70995,
86180,296.729,-8393.24,-7760.41,4,5,-7.7099,
86190,298.698,-8396.97,-7759.95,4,5,-7.70985,
86200,294.81,-8388.91,-7760.18,4,5,-7.70979,
86210,280.369,-8357.12,-7759.18,4,5,-7.70973,
86220,305.639,-8409.92,-7758.09,4,5,-7.70967,
86230,267.717,-8327.28,-7756.33,4,5,-7.7096,
86240,317.233,-8432.39,-7755.83,4,5,-7.70954,
86250,285.792,-8365.78,-7756.28,4,5,-7.70947,
86260,304.635,-8405.73,-7756.05,4,5,-7.7094,
86270,289.337,-8372.19,-7755.13,4,5,-7.70932,
86280,314.299,-8426.16,-7755.86,4,5,-7.70925,
86290,277.29,-8347.56,-7756.19,4,5,-7.70917,
86300,303.638,-8404.29,-7756.73,4,5,-7.70909,
86310,290.394,-8375.73,-7756.42,4,5,-7.70901,
86320,304.581,-8405.86,-7756.28,4,5,-7.70892,
86330,282.543,-8357.67,-7755.1,4,5,-7.70883,
86340,285.948,-8362.33,-7752.5,4,5,-7.70874,
86350,300.534,-8392.7,-7751.76,4,5,-7.70865,
86360,303.161,-8399.6,-7753.06,4,5,-7.70856,
86370,316.216,-8427.99,-7753.61,4,5,-7.70846,
86380,312.882,-8423.12,-7755.85,4,5,-7.70836,
86390,299.247,-8394.63,-7756.44,4,5,-7.70826,
86400,305.856,-8408.49,-7756.2,4,5,-7.70816,
86410,305.236,-8408.19,-7757.22,3,4,-7.70805,
86420,311.672,-8422.94,-7758.24,3,4,-7.70794,
86430,295.818,-8390,-7759.12,3,4,-7.70783,
86440,310.311,-8420.69,-7758.9,3,4,-7.70772,
86450,295.912,-8390.97,-7759.89,3,4,-7.7076,
86460,310.299,-8421.56,-7759.79,3,4,-7.70749,
86470,297.402,-8394.85,-7760.59,3,4,-7.70737,
86480,284.807,-8366.42,-7759.02,3,4,-7.70724,
86490,300.453,-8398.76,-7757.99,3,4,-7.70712,
86500,296.609,-8390.6,-7758.03,3,4,-7.70699,
86510,279.232,-8352.11,-7756.6,3,4,-7.70686,
86520,302.158,-8399.72,-7755.31,3,4,-7.70673,
86530,306.837,-8411.46,-7757.08,3,4,-7.7066,
86540,274.466,-8341.36,-7756.01,3,4,-7.70646,
86550,296.194,-8386.02,-7754.34,3,4,-7.70632,
86560,310.327,-8415.87,-7754.05,3,4,-7.70618,
86570,319.109,-8437.36,-7756.81,3,4,-7.70604,
86580,283.741,-8362.47,-7757.35,3,4,-7.7059,
86590,257.964,-8304.53,-7754.37,3,4,-7.70575,
86600,306.82,-8406.05,-7751.71,3,4,-7.7056,
86610,292.83,-8376.94,-7752.43,3,4,-7.70545,
86620,300.441,-8392.65,-7751.91,3,4,-7.70529,
86630,289.486,-8368.84,-7751.46,3,4,-7.70513,
86640,306.493,-8404.77,-7751.12,3,4,-7.70497,
86650,285.918,-8360.37,-7750.6,3,4,-7.70481,
86660,305.123,-8401.61,-7750.88,3,4,-7.70465,
86670,288.092,-8363.98,-7749.57,3,4,-7.70448,
86680,297.178,-8382.92,-7749.14,3,4,-7.70431,
86690,282.186,-8349.75,-7747.94,3,4,-7.70414,
86700,297.094,-8380.9,-7747.29,3,4,-7.70397,
86710,305.185,-8398.5,-7747.65,3,4,-7.7038,
86720,284.597,-8353.86,-7746.91,3,4,-7.70362,
86730,286.374,-8356.97,-7746.23,3,4,-7.70344,
86740,264.866,-8307.03,-7742.15,3,4,-7.70326,
86750,301.527,-8384.88,-7741.82,3,4,-7.70307,
86760,302.784,-8386.69,-7740.96,3,4,-7.70288,
86770,301.819,-8386.08,-7742.4,3,4,-7.70269,
86780,298.213,-8377.15,-7741.16,3,4,-7.7025,
86790,299.432,-8381.65,-7743.06,3,4,-7.70231,
86800,300.132,-8383.23,-7743.14,3,4,-7.70211,
86810,294.585,-8370.81,-7742.56,4,5,-7.70191,
86820,329.912,-8447.08,-7743.48,4,5,-7.70171,
86830,285.21,-8354.31,-7746.05,4,5,-7.70151,
86840,291.811,-8367.56,-7745.22,4,5,-7.7013,
86850,293.632,-8370.68,-7744.46,4,5,-7.7011,
86860,311.048,-8409.85,-7746.49,4,5,-7.70089,
86870,291.11,-8367.52,-7746.68,4,5,-7.70067,
86880,297.167,-8380.75,-7746.99,4,5,-7.70046,
86890,289.376,-8362.72,-7745.57,4,5,-7.70024,
86900,299.94,-8384.49,-7744.82,4,5,-7.70002,
86910,300.487,-8386.31,-7745.47,4,5,-7.6998,
86920,326.353,-8443.05,-7747.05,4,5,-7.69958,
86930,279.351,-8343.8,-7748.04,4,5,-7.69935,
86940,311.977,-8411.98,-7746.64,4,5,-7.69912,
86950,292.497,-8372.14,-7748.34,4,5,-7.69889,
86960,294.955,-8375.38,-7746.34,4,5,-7.69866,
86970,307.912,-8404.72,-7748.05,4,5,-7.69842,
86980,318.063,-8427.54,-7749.22,4,5,-7.69818,
86990,293.74,-8376.28,-7749.83,4,5,-7.69794,
87000,311.021,-8413.53,-7750.22,4,5,-7.6977,
87010,301.359,-8393.85,-7751.15,4,5,-7.69746,
87020,297.497,-8385.27,-7750.81,4,5,-7.69721,
87030,299.58,-8389.34,-7750.43,4,5,-7.69696,
87040,298.973,-8388.6,-7750.99,4,5,-7.69671,
87050,311.918,-8416.27,-7751.05,4,5,-7.69645,
87060,289.399,-8368.12,-7750.92,4,5,-7.6962,
87070,318.453,-8430.57,-7751.41,4,5,-7.69594,
87080,289.207,-8369.21,-7752.42,4,5,-7.69568,
87090,298.147,-8387.9,-7752.05,4,5,-7.69541,
87100,278.895,-8345.59,-7750.8,4,5,-7.69515,
87110,300.922,-8391.99,-7750.22,4,5,-7.69488,
87120,301.649,-8393.42,-7750.1,4,5,-7.69461,
87130,310.005,-8412.77,-7751.63,4,5,-7.69434,
87140,301.196,-8395.21,-7752.86,4,5,-7.69406,
87150,291.413,-8374.27,-7752.78,4,5,-7.69378,
87160,301.98,-8396.3,-7752.28,4,5,-7.69351,
87170,285.426,-8361.09,-7752.37,4,5,-7.69322,
87180,301.227,-8393.73,-7751.31,4,5,-7.69294,
87190,302.684,-8398,-7752.48,4,5,-7.69265,
87200,286.221,-8362.56,-7752.15,4,5,-7.69236,
87210,296.068,-8382.41,-7750.99,4,5,-7.69207,
87220,297.479,-8385.47,-7751.04,4,5,-7.69178,
87230,297.29,-8385.14,-7751.12,4,5,-7.69148,
87240,288.283,-8365.75,-7750.94,4,5,-7.69119,
87250,291.648,-8372.83,-7750.84,4,5,-7.69088,
87260,296.98,-8383.15,-7749.79,4,5,-7.69058,
87270,294.878,-8378.7,-7749.82,4,5,-7.69028,
87280,295.762,-8379.32,-7748.56,4,5,-7.68997,
87290,309.011,-8408.77,-7749.75,4,5,-7.68966,
87300,302.464,-8395.76,-7750.71,4,5,-7.68935,
87310,266.014,-8315.74,-7748.41,4,5,-7.68903,
87320,312.078,-8412.71,-7747.15,4,5,-7.68872,
87330,300.559,-8388.47,-7747.48,4,5,-7.6884,
87340,332.493,-8460.03,-7750.94,4,5,-7.68808,
87350,269.24,-8324.21,-7750.01,4,5,-7.68775,
87360,297.063,-8382.88,-7749.34,4,5,-7.68743,
87370,289.281,-8364.07,-7747.13,4,5,-7.6871,
87380,305.854,-8400.95,-7748.66,4,5,-7.68677,
87390,295.671,-8378.46,-7747.89,4,5,-7.68644,
87400,309.439,-8409.08,-7749.15,4,5,-7.6861,
87410,311.731,-8415.2,-7750.38,4,5,-7.68576,
87420,287.436,-8364.39,-7751.38,4,5,-7.68542,
87430,319.566,-8432.52,-7750.99,4,5,-7.68508,
87440,315.204,-8426.34,-7754.11,4,5,-7.68474,
87450,296.97,-8387.82,-7754.48,4,5,-7.68439,
87460,269.447,-8328.32,-7753.68,4,5,-7.68404,
87470,291.678,-8373.27,-7751.22,4,5,-7.68369,
87480,303.992,-8399.15,-7750.84,4,5,-7.68334,
87490,289.378,-8369.21,-7752.06,4,5,-7.68298,
87500,292.235,-8374.18,-7750.94,4,5,-7.68262,
87510,285.68,-8358.3,-7749.04,4,5,-7.68226,
87520,325.704,-8444.88,-7750.26,4,5,-7.6819,
87530,279.832,-8347.36,-7750.57,4,5,-7.68154,
87540,317.484,-8427.51,-7750.42,4,5,-7.68117,
87550,299.026,-8388.28,-7750.55,4,5,-7.6808,
87560,315.321,-8424.74,-7752.26,4,5,-7.68043,
87570,287.501,-8364.8,-7751.65,4,5,-7.68005,
87580,282.056,-8351.82,-7750.29,4,5,-7.67968,
87590,286.403,-8358.5,-7747.7,4,5,-7.6793,
87600,298.174,-8384.09,-7748.19,4,5,-7.67892,
87610,300.952,-8389.41,-7747.58,4,5,-7.67853,
87620,298.119,-8383.68,-7747.89,4,5,-7.67815,
87630,324.123,-8441.32,-7750.07,4,5,-7.67776,
87640,289.891,-8368.62,-7750.38,4,5,-7.67737,
87650,299.966,-8389.65,-7749.92,4,5,-7.67697,
87660,304.648,-8399.02,-7749.3,4,5,-7.67658,
87670,320.429,-8433.48,-7750.11,4,5,-7.67618,
87680,317.539,-8428.63,-7751.42,4,5,-7.67578,
87690,295.237,-8382.99,-7753.35,4,5,-7.67538,
87700,289.259,-8369.65,-7752.75,4,5,-7.67498,
87710,288.536,-8366.69,-7751.34,4,5,-7.67457,
87720,302.102,-8397.14,-7752.86,4,5,-7.67416,
87730,270.755,-8328.68,-7751.24,4,5,-7.67375,
87740,292.466,-8373.5,-7749.76,4,5,-7.67334,
87750,277.955,-8340.87,-7748.08,4,5,-7.67292,
87760,300.423,-8388.17,-7747.46,4,5,-7.6725,
87770,289.501,-8363.52,-7746.11,4,5,-7.67208,
87780,292.723,-8370.53,-7746.25,4,5,-7.67166,
87790,287.159,-8356.75,-7744.33,4,5,-7.67123,
87800,303.098,-8389.7,-7743.29,4,5,-7.67081,
87810,301.128,-8385.29,-7743.08,4,5,-7.67038,
87820,307.488,-8400.14,-7744.37,4,5,-7.66994,
87830,278.541,-8337.75,-7743.72,4,5,-7.66951,
87840,334.923,-8458.9,-7744.62,4,5,-7.66907,
87850,283.531,-8352.06,-7747.38,4,5,-7.66863,
87860,287.862,-8359.37,-7745.45,4,5,-7.66819,
87870,294.348,-8372.05,-7744.31,4,5,-7.66775,
87880,309.403,-8405.22,-7745.37,4,5,-7.6673,
87890,289.306,-8361.57,-7744.58,4,5,-7.66686,
87900,310.158,-8406.66,-7745.2,4,5,-7.66641,
87910,300.41,-8385.34,-7744.66,4,5,-7.66595,
87920,334.124,-8460.45,-7747.87,4,5,-7.6655,
87930,288.19,-8362.69,-7748.08,4,5,-7.66504,
87940,281.034,-8345.81,-7746.45,4,5,-7.66458,
87950,315.346,-8418.68,-7746.15,4,5,-7.66412,
87960,300.177,-8387.57,-7747.39,4,5,-7.66365,
87970,311.864,-8413.9,-7748.79,4,5,-7.66319,
87980,274.586,-8333.12,-7747.52,4,5,-7.66272,
87990,288.221,-8360.92,-7746.24,4,5,-7.66225,
88000,284.022,-8350.55,-7744.83,4,5,-7.66177,
88010,288.285,-8359.51,-7744.69,4,5,-7.6613,
88020,297.574,-8378.31,-7743.68,4,5,-7.66082,
88030,320.518,-8428.67,-7745.11,4,5,-7.66034,
