"Angle"	"Energy kJ/mol"	"BondedTermsEnergy"	"NonBondedTermsEnergy"	"BondStretchEnergy"	"AngleStretchEnergy"	"TorsionEnergy"	"OutOfPlaneEnergy"	"DispersionEnergy"	"ElectrostaticEnergy"	"NonBondedEnergyC"	"NonBondedEnergyD"
43.400000	612.425754	598.334246	14.091509	17.112943	581.221303	0.000000	0.000000	12.182975	1.908534	0.000000	0.000000
43.600000	614.468438	600.374764	14.093674	17.112941	583.261823	0.000000	0.000000	12.192665	1.901009	0.000000	0.000000
43.800000	616.516444	602.419973	14.096471	17.112945	585.307028	0.000000	0.000000	12.202964	1.893507	0.000000	0.000000
44.000000	618.569780	604.469874	14.099906	17.112940	587.356934	0.000000	0.000000	12.213877	1.886029	0.000000	0.000000
44.200000	620.628264	606.524282	14.103982	17.112943	589.411339	0.000000	0.000000	12.225409	1.878573	0.000000	0.000000
44.400000	622.691884	608.583177	14.108707	17.112940	591.470237	0.000000	0.000000	12.237566	1.871141	0.000000	0.000000
44.600000	624.760650	610.646563	14.114086	17.112941	593.533622	0.000000	0.000000	12.250355	1.863731	0.000000	0.000000
44.800000	626.834404	612.714278	14.120126	17.112941	595.601337	0.000000	0.000000	12.263781	1.856345	0.000000	0.000000
45.000000	628.913019	614.786186	14.126832	17.112939	597.673248	0.000000	0.000000	12.277851	1.848981	0.000000	0.000000
45.200000	630.996531	616.862318	14.134213	17.112939	599.749380	0.000000	0.000000	12.292573	1.841640	0.000000	0.000000
45.400000	633.084833	618.942558	14.142275	17.112940	601.829618	0.000000	0.000000	12.307952	1.834322	0.000000	0.000000
45.600000	635.177792	621.026767	14.151025	17.112939	603.913828	0.000000	0.000000	12.323998	1.827027	0.000000	0.000000
45.800000	637.275360	623.114889	14.160471	17.112940	606.001948	0.000000	0.000000	12.340717	1.819755	0.000000	0.000000
46.000000	639.377461	625.206839	14.170623	17.112940	608.093899	0.000000	0.000000	12.358118	1.812505	0.000000	0.000000
46.200000	641.484068	627.302581	14.181487	17.112943	610.189638	0.000000	0.000000	12.376209	1.805278	0.000000	0.000000
46.400000	643.594989	629.401916	14.193073	17.112937	612.288979	0.000000	0.000000	12.395000	1.798073	0.000000	0.000000
46.600000	645.710295	631.504904	14.205390	17.112941	614.391963	0.000000	0.000000	12.414499	1.790891	0.000000	0.000000
46.800000	647.829781	633.611333	14.218448	17.112939	616.498394	0.000000	0.000000	12.434716	1.783732	0.000000	0.000000
